aaMutations	uniqueBarcodes	medianBrightness	std
SF97L:SM151T:SN196S:SM231K	1	3.68901474855	
SF97L:SM151V	2	3.73877512892	0.0819254845891
SF97L:SM151V:SN162T:SY235H	1	3.64647523141	
SF97L:SM216T	2	3.50521775173	0.0404803358794
SF97L:SM231K	2	3.79974363672	0.116531741559
SF97L:SM231T	1	3.72426967066	
SF97L:SN103S:SD188G	1	3.75458394765	
SF97L:SN103S:SK111E:SN119S:SN157D	1	3.55401833387	
SF97L:SN103S:SK129E:SN183S:SI227V	1	3.45047911474	
SF97L:SN119D	1	3.37927881203	
SF97L:SN119D:SF128L:SH197L	1	1.42669975562	
SF97L:SN119S:SK124R:SI126T:SS173C:SY198C	1	3.67313438033	
SF97L:SN119S:SK154M	1	3.73958492552	
SF97L:SN119S:SV191G:SE233G	1	3.73603932241	
SF97L:SN119Y:SV174A	1	3.30231387362	
SF97L:SN133D:SI150T:SI159V:SV161A	1	1.46256910582	
SF97L:SN133D:SN157S:SN183D:SD188G:SS203F	1	1.35494349341	
SF97L:SN133D:SV174M	1	3.81333117847	
SF97L:SN133I:SY143C:ST201A	1	3.70319235585	
SF97L:SN133S	1	3.68252533472	
SF97L:SN133S:SM151T:SI227T:SY235H	1	3.72834381763	
SF97L:SN133S:SQ175L:SA225T	1	3.5659227819	
SF97L:SN142D	1	3.6940777767	
SF97L:SN142D:SH229Y	1	3.51469980491	
SF97L:SN142D:SN147I:SK160R:ST201I	1	3.67987483541	
SF97L:SN144D	1	3.73387446705	
SF97L:SN144D:ST184A:SD188G	1	3.69541100905	
SF97L:SN144H	1	3.54859214296	
SF97L:SN144I:SQ182L	1	3.72243611013	
SF97L:SN147D	1	3.54261076207	
SF97L:SN147D:SF221V	1	3.72849871507	
SF97L:SN147D:SV148I:SH229R	1	3.60589101346	
SF97L:SN147Y:SG226E	1	3.63433876776	
SF97L:SN157D:SS200G	1	3.58598935086	
SF97L:SN157I	1	3.35657510777	
SF97L:SN157I:SS173G	1	3.6423982632	
SF97L:SN157S:SN168D	1	3.62968782671	
SF97L:SN162Y	1	3.63187030119	
SF97L:SN162Y:SE170G:SK207R:SD232G	1	3.48243158998	
SF97L:SN162Y:SQ175L	1	3.67117867207	
SF97L:SN168D	1	3.56814635995	
SF97L:SN168D:SV217A	1	3.47230330269	
SF97L:SN168I	1	3.66487368601	
SF97L:SN183D	1	3.57078666026	
SF97L:SN183I	1	3.69166160633	
SF97L:SN183I:SV222A	1	3.58624826217	
SF97L:SN183S:SM231T	1	3.64074379219	
SF97L:SN196S:SQ202L	1	3.66012226877	
SF97L:SN210D	1	3.83562617661	
SF97L:SQ175L	1	3.87127290838	
SF97L:SQ175R	1	3.25561299008	
SF97L:SQ175R:SN210D	1	3.29403642796	
SF97L:SQ182R	1	3.684877709	
SF97L:SQ202L	1	3.70353167752	
SF97L:SQ202L:SM231V	1	3.70631709739	
SF97L:SR120H:SN142S:SN168D	1	3.68268890343	
SF97L:SS145G	1	3.73604334722	
SF97L:SS173C:SM231V	1	3.6198266159	
SF97L:SS173G:SL234P	1	3.69138332341	
SF97L:SS203P	1	3.17961497832	
SF97L:SS203P:SG230D	1	3.45228368207	
SF97L:SS206C:SV222A	1	3.28527463793	
SF97L:ST106A	1	3.53271259399	
SF97L:ST106A:SI134V	1	3.38269659008	
SF97L:ST116A:SE140V:SN142D:SV174A:SK212T	1	3.50845078465	
SF97L:ST116A:SN157S:SI165V:SD178G	1	3.42372997733	
SF97L:ST116A:SN162I	1	3.51815818548	
SF97L:ST184A:SN196Y:SK207R	1	3.53769343319	
SF97L:ST184A:SV222A	1	3.46700758749	
SF97L:ST184S	1	3.63353606984	
SF97L:ST201A	1	3.69371514115	
SF97L:SV110A	2	3.32476305108	0.0565456720029
SF97L:SV110A:SV222A	1	3.13779086351	
SF97L:SV110E:SL139Q:SK156R:SA204T:SP209S	1	1.30103148692	
SF97L:SV148A	2	3.63145063594	0.090459763153
SF97L:SV148A:SF163L	1	3.73077352915	
SF97L:SV148A:SQ155L	1	3.63162803915	
SF97L:SV161M	1	3.81211981793	
SF97L:SV174E	2	3.71160181087	0.0274240007463
SF97L:SV174E:SE233G	1	3.74942758705	
SF97L:SV217I	1	3.67955888238	
SF97L:SY104C:SS173G	1	3.19960349533	
SF97L:SY141F:SK164*:SD232A	1	3.533762824	
SF97L:SY143*:SM151V:SV161A:SQ175R	1	3.17017761233	
SF97L:SY143S:SN157D	1	3.73952717635	
SF97L:SY149C:SK207R	1	3.71403452418	
SF97L:SY235H	1	3.78587408097	
SF97N:SI227V	1	3.63192807666	
SF97P:SE220V	1	1.47017324014	
SF97S	43	3.73465931091	0.0980620771556
SF97S:SA225T	1	3.73499543666	
SF97S:SA225V	1	3.72322592624	
SF97S:SD100G:SK154E	1	3.74316880608	
SF97S:SD100G:SN119S:SN162S	1	3.54582465184	
SF97S:SD101G:SH137Y:SK156*:SA177D	1	1.30102992158	
SF97S:SD101N:SK124E:SQ182R:SN183D:SV191E	1	1.3010866234	
SF97S:SD115G:SK164R	1	3.79701663265	
SF97S:SD115N	1	3.63966483153	
SF97S:SD115V:SN147D:SD195V:SY198C	1	3.14679209376	
SF97S:SD115Y:SN147S:SN162S:SG226V	1	3.38899998535	
SF97S:SD127N:SD188G:SP190T	1	3.75831601117	
SF97S:SD127N:SN147S	1	3.49579937715	
SF97S:SD131G	1	3.6534988969	
SF97S:SD131N:SS145C:SK160R	1	3.66890803942	
SF97S:SD153G:SY235F	1	3.36931712027	
SF97S:SD153N	1	3.59670923668	
SF97S:SD171A	1	3.67465702763	
SF97S:SD171E:SD178G:SN210T:SE233K	1	3.39712430956	
SF97S:SD171G	1	3.78352469387	
SF97S:SD171G:SL234Q	1	3.73076278959	
SF97S:SD171V:ST228A	1	3.61122101412	
SF97S:SD178G	1	3.53486517067	
SF97S:SD188G	1	3.84483213921	
SF97S:SD188V:ST228A:SG230D	1	3.72301405758	
SF97S:SD195A	1	3.85326741108	
SF97S:SD195N:SS200G:SF221S:SM231T	1	3.36783649536	
SF97S:SD214V:SM216K:SM231T	1	1.50965672737	
SF97S:SD232Y:SL234P	1	3.70321240866	
SF97S:SE109A	1	3.7219211904	
SF97S:SE109G:SM151L:SV161A	1	3.60859664214	
SF97S:SE113G	1	3.25879843142	
SF97S:SE113G:SN183D:SN196I:SY198H	1	1.6868830411	
SF97S:SE122G	1	3.50823719275	
SF97S:SE122G:SD188V	1	3.50044915507	
SF97S:SE122K:SI134N	1	3.57626285524	
SF97S:SE130G	2	3.57755550182	0.0263034255431
SF97S:SE130G:SF221Y	1	3.64061949048	
SF97S:SE130G:SH146P:SN168D	1	2.87886731257	
SF97S:SE130G:SQ182R	1	3.69928534043	
SF97S:SE170V:SI186F:SS200G:SD232G	1	3.39978249816	
SF97S:SF112L:SN196D	1	3.58403928187	
SF97S:SF112L:SS145C:SN157D	1	3.24828905009	
SF97S:SF112Y:SY143F:SN147H:SN183D:SY235C	1	3.14129731672	
SF97S:SF128L:SY143C:SD195V	1	3.72513338446	
SF97S:SF163L	1	3.69945458024	
SF97S:SF163L:SI165V	1	3.58770554488	
SF97S:SF163Y:SV217I	1	3.6554388291	
SF97S:SF221I:SM231V	1	3.65186022888	
SF97S:SF98S:SI134T	1	1.30104132801	
SF97S:SF98S:SK212R	1	1.74619127153	
SF97S:SF98Y	1	3.74189574715	
SF97S:SF98Y:SF128L:SN196I	1	3.30087146273	
SF97S:SG114S	1	3.59900020433	
SF97S:SG132S:SH137R:SN142D:SD171G	1	3.31015859015	
SF97S:SG172D:SY198H	1	3.47148483162	
SF97S:SG226W	1	3.58761842748	
SF97S:SG226W:SI227T	1	3.58491952221	
SF97S:SH137R:SF221S	1	3.69403596696	
SF97S:SH167L	1	3.55814589731	
SF97S:SH167R	1	1.30107769168	
SF97S:SH179L	1	3.29592160262	
SF97S:SH179R:SN196H:SY198F:SV222A	1	1.30210610733	
SF97S:SH197L	1	3.27149657189	
SF97S:SH197R	1	1.31620347164	
SF97S:SI121N:SQ181R:SH197R	1	1.30061622796	
SF97S:SI121V:SN157Y:SV174M	1	3.6391108424	
SF97S:SI121V:SY235H	1	3.63802510556	
SF97S:SI126N:SA152G:SN162D:SE170G:SH179L:SL219P	1	1.84211014565	
SF97S:SI126T:SS206C	1	3.84248238793	
SF97S:SI126V:SQ155R:SQ202R:SK207I:SD232G	1	3.6447609648	
SF97S:SI134V:SY235H	1	3.20380119928	
SF97S:SI150T	1	3.48643248186	
SF97S:SI150V	1	3.67353299836	
SF97S:SI159T:SK160E	1	3.44369834617	
SF97S:SI159V	2	3.58457676777	0.0344468213473
SF97S:SI165T	2	3.80583376663	0.155043627641
SF97S:SI165V	1	3.69881835873	
SF97S:SI165V:SN168G	1	3.56683732105	
SF97S:SI169T:SM216S	1	3.55702962471	
SF97S:SI169T:ST223A	1	3.5864209211	
SF97S:SI186L	1	3.70002715489	
SF97S:SI186N	1	3.75078738494	
SF97S:SI227T:SD232G	1	3.56587057506	
SF97S:SI227V	1	3.71590675846	
SF97S:SK105E:SI159V:SL192P:SY235F	1	3.51307574895	
SF97S:SK105R:SD115G:SE140R:SD153V:SN210D:SL234R	1	3.68255391289	
SF97S:SK105R:SN183D	1	3.70745671191	
SF97S:SK111E:SI126F:SN144S:ST223S	1	3.25149873335	
SF97S:SK111E:SM216V:SE220G	1	1.30428079919	
SF97S:SK111M:SD153A:SD178G	1	3.23537937951	
SF97S:SK111R:SA177D:SN210Y:SF221S	1	1.61373846063	
SF97S:SK111R:SK124R:SS145G:SI159N:SD188G	1	1.30103028727	
SF97S:SK111R:SN142D:SI169V:SV174A	1	3.8744085785	
SF97S:SK124E:SN157T	1	3.57814438606	
SF97S:SK124R	2	3.70197164353	0.11298393368
SF97S:SK124R:SK129E	1	3.60405058805	
SF97S:SK124R:SV148A	1	3.57457230461	
SF97S:SK129E	1	3.55465876112	
SF97S:SK129E:SQ202R	1	3.74732911992	
SF97S:SK129R:SI150V:SI169V:SS206G	1	3.72800723301	
SF97S:SK138M	1	3.5883227401	
SF97S:SK154E:SI165T	1	3.60550592125	
SF97S:SK154E:SN210D	1	3.73554676883	
SF97S:SK154R:SG172S	1	3.59551066089	
SF97S:SK156E:SS173G	1	3.88078143669	
SF97S:SK160E	1	3.71873746468	
SF97S:SK160Q	1	3.75517903725	
SF97S:SK160R	2	3.7015571986	0.047965934032
SF97S:SK164E:SE233V	1	3.70473475545	
SF97S:SK164M	1	3.78220007816	
SF97S:SK164R	2	3.7657969957	0.00773074080253
SF97S:SK207E	2	3.60116620554	0.131531953376
SF97S:SK207N	1	3.47505136941	
SF97S:SK207R	1	3.52426132714	
SF97S:SK212E:SV222L:SE233V	1	3.81053454795	
SF97S:SK212R	1	3.56841602351	
SF97S:SK99E:SI121V	1	3.68297699177	
SF97S:SK99E:SN133D:SI134V	1	3.33916512654	
SF97S:SK99E:SQ181L:SD188N	1	1.30110021357	
SF97S:SK99E:ST116S:SM151V	1	3.25745050001	
SF97S:SK99R	1	3.67201440446	
SF97S:SK99R:SD100A:SN157S:SE170G	1	3.73277252251	
SF97S:SK99R:SD101G	1	3.34223073989	
SF97S:SL135R:SV148A:SI186L:ST201A	1	3.25752347077	
SF97S:SL135V	1	3.80983175243	
SF97S:SL139Q	1	3.69862036244	
SF97S:SL176H	1	3.71527516449	
SF97S:SM151I:SD178N	1	3.5648564801	
SF97S:SM151K	1	3.62705418743	
SF97S:SM231I	1	3.63234331032	
SF97S:SN103D:ST106A:SF112L:ST116P:SP194L	1	1.30579341127	
SF97S:SN103D:SV161A	1	3.75167068504	
SF97S:SN103S	1	3.60743240197	
SF97S:SN103S:SE109V:SH137L:SG158C:SS200G	1	3.4571534244	
SF97S:SN103S:SK105R:SK111R:SN119S:SI165V:SD188G:SK212E	1	3.63397969183	
SF97S:SN103S:SN119D	1	3.25935492413	
SF97S:SN103S:SQ182H:SL199Q	1	3.59065916909	
SF97S:SN103S:SY149N:SK156E:SD178G:SK212*	1	3.47528854796	
SF97S:SN103V:SG158S:SV191A	1	3.55780984943	
SF97S:SN119S	1	3.55582215117	
SF97S:SN119S:SS145G:SY149F	1	3.60964253508	
SF97S:SN133D	2	3.55874564158	0.026309179621
SF97S:SN133Y:SE170K:SQ175R:SA224V	1	3.28208270897	
SF97S:SN142D:SL176P:ST228S:SH229R	1	3.6283650171	
SF97S:SN142I	1	3.64248068779	
SF97S:SN142I:SH146N:SM151V:SN168D:SP194L	1	2.93434560871	
SF97S:SN142S	3	3.65182089194	0.0455793003349
SF97S:SN142T	1	3.78440003112	
SF97S:SN144D	1	3.95766535638	
SF97S:SN144D:SN157D:SK212E	1	3.72911790407	
SF97S:SN147D	2	3.61863849025	0.103223765962
SF97S:SN147D:SN162I	1	3.63334174219	
SF97S:SN147I	1	3.52964901747	
SF97S:SN147S	1	3.73289878653	
SF97S:SN147Y:SN162D:SQ182R	1	3.7271364954	
SF97S:SN157S	1	3.64180188515	
SF97S:SN157S:SI165T:SN183S:SV222A	1	3.23941043692	
SF97S:SN157S:SS173G	1	3.85528067745	
SF97S:SN162D:SM216L	1	3.54660816416	
SF97S:SN162S	1	3.67167130429	
SF97S:SN162S:SV174A:SD188V	1	3.5859225126	
SF97S:SN162Y:SI186T	1	3.61723524529	
SF97S:SN168D:SL193Q:SS206G:SL234P	1	3.64608726183	
SF97S:SN168S:SL176H	1	3.55521556484	
SF97S:SN196D:SI227T	1	3.71959814689	
SF97S:SN196Y	1	3.69323582988	
SF97S:SN210D	1	3.53822859923	
SF97S:SN210S	2	3.79323279308	0.065899582637
SF97S:SP185T	1	3.67569240111	
SF97S:SQ155L:ST228A	1	3.75678109136	
SF97S:SQ155R:SI169V	1	3.90376106733	
SF97S:SQ175L	1	3.69335294099	
SF97S:SQ175L:SG230S	1	3.3738533802	
SF97S:SQ175R	1	3.28299095632	
SF97S:SQ202K	1	3.58837888622	
SF97S:SR107S:ST223A	1	3.47546548685	
SF97S:SR120C:SD127G:SI134F:SD214G	1	1.30103024149	
SF97S:SS145C:SL176P:SG187S:SV217D:SH229L	1	2.52565655591	
SF97S:ST106A:SN168S	1	3.26229701423	
SF97S:ST116A:SG158R:SG230A	1	3.59138051484	
SF97S:ST116A:SV161A	1	3.76315721717	
SF97S:ST116S	1	3.4775539713	
SF97S:ST184S	1	3.88077299757	
SF97S:SV110A:SH137L:SA152V:SI227T	1	1.54013314863	
SF97S:SV110E:SL205Q	1	1.47953358588	
SF97S:SV148A:SI186F:SM231K	1	3.61730938293	
SF97S:SV148I	1	3.62686166118	
SF97S:SV148I:SN210T	1	3.79376877928	
SF97S:SV161A:SQ202L:SE233G	1	3.81448790932	
SF97S:SV161E:SI227T	1	3.67103174943	
SF97S:SV161M:SY180S:SN196S	1	3.67682947576	
SF97S:SV174A	1	3.54075603806	
SF97S:SV174E:SD195G	1	3.77214759938	
SF97S:SV222A	1	3.69305573436	
SF97S:SY104F:SK111R:ST116S	1	3.64369374141	
SF97S:SY104N:ST223A	1	1.30106347097	
SF97S:SY104N:SY141H:SN196Y	1	1.3064670822	
SF97S:SY141H	1	3.62162614236	
SF97S:SY143C:SK164R:SD188G:SF221S:SM231T	1	3.45835850942	
SF97S:SY143H:SH167C:SY180H	1	3.59407240099	
SF97S:SY143S	1	3.59206907954	
SF97S:SY149C:SN162Y:SS173G:SL199P:ST223S	1	1.43835185089	
SF97S:SY149H:SK207T	1	3.65611075536	
SF97S:SY180F	1	3.51420840878	
SF97S:SY180H	1	3.59227725591	
SF97S:SY235H	1	3.54959441456	
SF97T:SN157D:SL205R	1	1.30102959669	
SF97V	4	3.65625036453	0.173276983447
SF97V:SD127G:SK156E:SD171G	1	3.91095005499	
SF97V:SD127G:SM216L	1	3.6103115829	
SF97V:SD153G:SK156E:SI165V	1	3.66697976937	
SF97V:SI121T:SQ155R:SN196D:SM231K:SL234Q	1	3.30774696126	
SF97V:SN133D	1	3.85686379696	
SF97V:ST116A:SN162D	1	3.7554689961	
SF97V:SY141D	1	3.6051432647	
SF97Y	7	3.6964449531	0.109466644014
SF97Y:SA152G:SK160R:SG172S:SV191A	1	3.67957976236	
SF97Y:SD115N	1	3.66866878274	
SF97Y:SD127N	1	3.78575978421	
SF97Y:SD153G:SF221S	1	3.60225243339	
SF97Y:SD178A:SM216I	1	3.28696000344	
SF97Y:SE140G	1	3.65389386111	
SF97Y:SF112L:SQ182K	1	3.78033559768	
SF97Y:SF163C	1	3.75854046858	
SF97Y:SF98I:SS173C:SH179R	1	1.44828698061	
SF97Y:SF98V:SD100A:SE109G:SV110A:SK111*:SI126T:SN147S:SP190H	1	1.45587280238	
SF97Y:SH137R:SS200G	1	3.70644570587	
SF97Y:SH229P	1	3.74243748589	
SF97Y:SI121T:SD153G	1	3.31111126118	
SF97Y:SI126V:SH137R:SS206G	1	3.83487503785	
SF97Y:SI159T:SV161G	1	3.75711701308	
SF97Y:SI165V	1	3.72795987729	
SF97Y:SI169V:SQ175R	1	3.67325283976	
SF97Y:SI186N:SL234Q	1	3.69453152334	
SF97Y:SK105E:SE211K:SM216L	1	1.59736178355	
SF97Y:SK105E:SN168D:SN183S:ST184S:SS203P:SE220G	1	1.47153795523	
SF97Y:SK105R:SY143H:SI165V	1	3.55529739482	
SF97Y:SK111R	1	3.60142973832	
SF97Y:SK138R	1	3.68068530857	
SF97Y:SK207E:SI227V	1	3.76609178845	
SF97Y:SK99*:SF112L:SV148A:SM151T:SA225T	1	3.13727952872	
SF97Y:SK99R	1	3.95501695455	
SF97Y:SL192Q:SN196D:SR213H	1	3.62015485909	
SF97Y:SM151T:SN210Y	1	3.80257791443	
SF97Y:SN103Y:SY149C:SN157D:SV161E	1	3.28450084777	
SF97Y:SN119S:SN196I	1	3.51739537182	
SF97Y:SN147S:SH179R:SP190L	1	1.54481106733	
SF97Y:SN168I:SY198F	1	3.6221129991	
SF97Y:SN183I:SM216V:SL234P	1	3.23727524795	
SF97Y:SQ175*	1	3.14198383981	
SF97Y:ST201A	1	3.68443935329	
SF97Y:SV148A:SS173C	1	3.52550768804	
SF97Y:SV148A:SS206G:SF221S	1	3.4017021185	
SF97Y:SV161A:SH167L:SE170K:SQ182R	1	3.83112730471	
SF97Y:SY149*	1	1.57868673498	
SF97Y:SY180D	1	3.75663569414	
SF98C	1	3.1686034771	
SF98C:SM151V	1	3.1982853418	
SF98C:ST106A:SI126N:SN196S:SL205P:SL234Q	1	1.30026230154	
SF98I	7	3.34047154536	0.0819821929983
SF98I:SD115G:ST116I:SN119D:SL135R:SN168D	1	1.30110383867	
SF98I:SE113K:SD115V:SE211G	1	1.55179032079	
SF98I:SE122K:SD127G:SD153G:SD171Y:SS200T	1	1.39908739778	
SF98I:SI126V:SI227V	1	3.49857102781	
SF98I:SI165T:SQ182R	1	3.14117005747	
SF98I:SK124*:SL205P:SK212R	1	1.47778162442	
SF98I:SK138R:SY149F:ST184P:SV217A	1	1.30103003723	
SF98I:SN103S:SM216V:SF221Y:ST223A	1	1.65551368626	
SF98I:SN119D:SN147Y:SN196S:SS206G:SE233G	1	1.53092273239	
SF98I:SN119Y:SK164R	1	1.30352725676	
SF98I:SN142D:SI227V:ST228S	1	2.9229564948	
SF98I:SN144T:SV174A:SL192P:SA225D	1	1.36310648833	
SF98I:SN183Y:SD195V	1	1.30103002278	
SF98I:SR107S:SN183D:SI186T:SS203T	1	1.30091885726	
SF98I:SR166C	1	3.2060520103	
SF98I:SS173G	1	3.50917538964	
SF98I:SY141H:SN162Y:SK164E:SQ175P	1	1.70814818327	
SF98I:SY143F	1	3.43379863246	
SF98L	25	3.42492951127	0.131284750346
SF98L:SA152D:SK154*:ST184A:SE211G:SV217A	1	1.30094833044	
SF98L:SA152G	1	3.25677264346	
SF98L:SD100G:SN119S:SN133S	1	1.54871690111	
SF98L:SD100G:SY104H:SY141C:SE211K	1	1.30027430302	
SF98L:SD100H	1	3.23038514292	
SF98L:SD101G:SL123P:SH215R	1	1.30103037573	
SF98L:SD101N:SN119S:SK212R	1	1.54047449368	
SF98L:SD127G:SN144D:SN210I	1	3.36897850809	
SF98L:SD153V:SF221S	1	1.30134860005	
SF98L:SD153V:ST223A:SA225T	1	1.68671353371	
SF98L:SD214N	1	1.48094128869	
SF98L:SE113G:SL139Q:SY198*	1	1.84575336023	
SF98L:SE113K:SK154E:SE170G:SS206G:SE211A:SK212R	1	1.30102998311	
SF98L:SE130G:SE140G:SH146R:SI159T:SF221V	1	1.30293020919	
SF98L:SE170G:SL205P	1	1.30102988491	
SF98L:SE170K	2	3.56931845217	0.092412241501
SF98L:SE233G	1	3.21485254626	
SF98L:SE233K	1	3.50174823313	
SF98L:SF112I:SE211G	1	1.66085105497	
SF98L:SF112S:SL123P:SE220V	1	1.63771900556	
SF98L:SF112S:SY141C:SI169V:SH179R	1	1.30102998375	
SF98L:SF112Y:SN157D:SN162S:SD188G	1	1.70705369884	
SF98L:SF128S:SN196S	1	1.66192106865	
SF98L:SF163S:SE170V:SP190S	1	1.30103025495	
SF98L:SG102D:SK111M:SH229R	1	1.55443658684	
SF98L:SH137R:SN183S	1	1.30103064484	
SF98L:SH146N:SM216K	1	1.30102999054	
SF98L:SH146P:SD153N	1	1.65154997889	
SF98L:SH179R	1	1.4420968534	
SF98L:SH229P	1	3.58790180801	
SF98L:SI121F:SF221L	1	1.29988319297	
SF98L:SI121V	1	3.333114723	
SF98L:SI121V:SA152T:SN196D:SS203T	1	3.65569526908	
SF98L:SI126L:SK212E	1	3.57819884437	
SF98L:SI126T:SD178G:SN196D:SS206R:SM216L	1	1.49546724173	
SF98L:SI126T:SN133D:SN196Y:SY198C:SL205M	1	1.30103012049	
SF98L:SI126V:SS145R	1	3.53752022555	
SF98L:SI126V:SY180H	1	3.45767158623	
SF98L:SI134T:SK156*:SI169F	1	1.33212532628	
SF98L:SI134V	1	3.38252330418	
SF98L:SI150T:SK156E:SN196D	1	1.30256689806	
SF98L:SI150V	1	3.42578634374	
SF98L:SI159F:SD214G	1	1.64991103278	
SF98L:SI159N:SF221V:SD232G	1	1.73002665611	
SF98L:SI159T	1	1.42687519586	
SF98L:SI165T:SD178G:SL193P:SH197R:SH229R	1	1.30109485643	
SF98L:SI165V	2	3.40757159735	0.0534015950768
SF98L:SI165V:SL199P	1	1.30106343514	
SF98L:SK105M:SK124E:SD153V:SI227T	1	1.30102995617	
SF98L:SK105Q	1	3.26314045203	
SF98L:SK105R:SE109G:SV161E	1	1.38993904403	
SF98L:SK111E:SI121T:SI126T:SI159N:SR166C:SD171A	1	1.51428294151	
SF98L:SK111M	1	3.11781935141	
SF98L:SK111R:SK129E:SQ181L:SN196S	1	1.30245370968	
SF98L:SK111R:SK160E:SF163L:SS200G:SK207*	1	1.73031946476	
SF98L:SK124E:SI150T:SD188V	1	1.3010299975	
SF98L:SK124N:SD208G	1	1.50353729986	
SF98L:SK129R:SD188G:SH197R	1	1.77156736017	
SF98L:SK138G:SD153G:SH167R	1	1.2984088074	
SF98L:SK138R:SN162S:ST201N:SM231T	1	1.50313238536	
SF98L:SK154M:SK156R	1	3.32800889039	
SF98L:SK164R:SL234P	1	3.5246264951	
SF98L:SK212E	1	3.13898209712	
SF98L:SK212R	1	3.46637916982	
SF98L:SK99R:SF112L:SE113G:SN183D:SP209S:SV222A	1	1.30081051369	
SF98L:SK99R:SI126F:SL199R	1	1.30103001014	
SF98L:SL123P:SY143C:SE211G	1	1.57968160321	
SF98L:SL139P:SH146R:SL176P:SY198C	1	1.30174424015	
SF98L:SL176H	1	3.21965321953	
SF98L:SL193P:SK212R	1	1.30168555599	
SF98L:SL193V:SE220V:SE233G	1	1.30102998635	
SF98L:SL234P	2	3.45436178083	0.0687341257758
SF98L:SL234Q	1	3.6918810134	
SF98L:SM151L:ST201A	1	2.25285328296	
SF98L:SN103D:SQ181R	1	1.45513739405	
SF98L:SN103S:SI126T:SN157D:SE211V:SV222M:SM231L	1	1.56018699832	
SF98L:SN119D	1	1.69959152001	
SF98L:SN119D:SE170G	1	1.51881470411	
SF98L:SN119S	1	3.26137242893	
SF98L:SN119T:SQ155R:SK160R	1	1.59231549219	
SF98L:SN142D:SM151K:SI169V:SH197N:SQ202L	1	1.30110189538	
SF98L:SN144D:SN162S:SF163S:SH167R:SM231V	1	1.30073048174	
SF98L:SN147D:SN168D	1	3.22703144133	
SF98L:SN157D:SE220G	1	1.30103048958	
SF98L:SN162S	1	3.32296035404	
SF98L:SN183D:SN210H	1	1.57879647657	
SF98L:SN183H:SI186N	1	1.30459839075	
SF98L:SN196S	1	3.34312603369	
SF98L:SQ175L	1	3.36132550413	
SF98L:SQ181R	1	1.4544445484	
SF98L:SQ182R	1	3.52897089023	
SF98L:SQ202R	1	3.27762095751	
SF98L:SR107H:SE113G:SN183Y:SL192P	1	1.56931663147	
SF98L:SR107H:SK129R:SD171G:SS200C:SY235H	1	3.35976082723	
SF98L:SS145G:SN210D	1	3.13721804261	
SF98L:SS145N	1	3.46095656219	
SF98L:SS173G:SM231I	1	3.77188170114	
SF98L:ST116A:SE140G:SI150F	1	1.30102993922	
SF98L:ST116A:SN119D:SK138*:SD214G	1	1.29931467177	
SF98L:ST184A:SI186F:SK212N	1	1.52711200884	
SF98L:ST228I	1	3.442026235	
SF98L:SV110A:SK111E:SK156G:SN183S	1	1.57407187837	
SF98L:SV161A	1	3.8042552044	
SF98L:SV217I:SF221S	1	3.48406430957	
SF98L:SV217I:SL234P	1	3.46409047317	
SF98L:SY141N:SN168D:SG189D	1	1.30140504151	
SF98L:SY149N:SD178G:SN196S	1	1.30318054112	
SF98L:SY198H:SV222M	1	1.74287097371	
SF98S	12	1.45778266175	0.565712950355
SF98S:SA177T:SK212*	1	1.57119774305	
SF98S:SD100G:SE109G:SD115V:SY198N:SA204T	1	1.30103001741	
SF98S:SD100G:SG125D:SF128S	1	1.54283847461	
SF98S:SD100G:SS173C	1	1.61804513932	
SF98S:SD101G:SN119S:SK154R	1	1.30103004786	
SF98S:SD101V:SK207R	1	1.50310852018	
SF98S:SD115N	1	1.30103057571	
SF98S:SD127G:SF128L	1	1.77879558323	
SF98S:SD127G:SK138M:SN142I:SV174A:SD208G:SD232V	1	1.301031308	
SF98S:SD153N:SD178G	1	1.4872145728	
SF98S:SD153V:SQ155R:SK212E	1	1.30103000579	
SF98S:SD171V	1	1.30026004654	
SF98S:SD178N:SL199P	1	1.30109369775	
SF98S:SD208G	1	1.30103088389	
SF98S:SD208N	1	1.38415700946	
SF98S:SD214G	1	1.5769542599	
SF98S:SE109G:SK207R:SD208G	1	1.45131345464	
SF98S:SE109G:SV110A:SL176P	1	1.41743943011	
SF98S:SE113V	1	1.30103001173	
SF98S:SE122G:SI227V	1	1.30102974654	
SF98S:SE122G:SM151T	1	1.30103139036	
SF98S:SE122G:SM231L	1	1.49981384118	
SF98S:SE140G:SY141H:SS145G:SQ175L:SP190L:SK207R:SM231T	1	1.30102999049	
SF98S:SF112L	1	1.52351891637	
SF98S:SF128I:SE130G:SN144S:SL176P:SE211G	1	1.53800373418	
SF98S:SG102D:SN162S:ST223A	1	1.42854083034	
SF98S:SG132A	1	1.30115204566	
SF98S:SH137L	1	1.39419132099	
SF98S:SH137Q:SL219V	1	1.52068911169	
SF98S:SH137R:SD188G:SI227V	1	1.30103715252	
SF98S:SI121F:SE122K:SL135M:SQ155R:SF221Y:ST223A	1	1.3010299676	
SF98S:SI121T:SF128Y:SD131G	1	1.30103003429	
SF98S:SI126V	1	1.41092939164	
SF98S:SI126V:SK138R	1	1.6131733598	
SF98S:SI126V:SN196S	1	1.69569500529	
SF98S:SI134N:SG172D:SD178N:SH197R	1	1.30103056764	
SF98S:SI134T:SL199Q	1	1.29978530077	
SF98S:SI150N:SM216T	1	1.59374851084	
SF98S:SI150T	1	1.30102997345	
