,value
16580,1
16581,1
16582,1
16583,1
16584,0
16585,0
16586,1
16587,1
16588,0
16589,0
16590,0
16591,0
16592,0
16593,0
16594,0
16595,0
16596,1
16597,1
16598,0
16599,0
16600,0
16601,0
16602,0
16603,0
16604,0
16605,0
16606,1
16607,1
16608,1
16609,1
16610,1
16611,1
16612,0
16613,0
16614,1
16615,1
16616,1
16617,1
16618,1
16619,1
16620,0
16621,0
16622,1
16623,1
16624,1
16625,1
16626,1
16627,1
16628,1
16629,1
16630,1
16631,1
16632,1
16633,1
16634,0
16635,0
16636,1
16637,1
16638,0
16639,0
16640,0
16641,0
16642,1
16643,1
16644,0
16645,0
16646,1
16647,1
16648,0
16649,0
16650,1
16651,1
16652,0
16653,0
16654,1
16655,1
16656,0
16657,0
16658,1
16659,1
16660,0
16661,0
16662,0
16663,0
16664,0
16665,0
16666,1
16667,1
16668,0
16669,0
16670,1
16671,1
16672,1
16673,1
16674,1
16675,1
16676,1
16677,1
16678,0
16679,0
16680,1
16681,1
16682,0
16683,0
16684,0
16685,0
16686,1
16687,1
16688,1
16689,1
16690,1
16691,1
16692,0
16693,0
16694,0
16695,0
16696,0
16697,0
16698,1
16699,1
16700,1
16701,1
16702,1
16703,1
16704,1
16705,1
16706,1
16707,1
16708,0
16709,0
16710,0
16711,0
16712,0
16713,0
16714,0
16715,0
16716,0
16717,0
16718,0
16719,0
16720,0
16721,0
16722,0
16723,0
16724,0
16725,0
16726,0
16727,0
16728,1
16729,1
16730,1
16731,1
16732,0
16733,0
16734,1
16735,1
16736,0
16737,0
16738,0
16739,0
16740,1
16741,1
16742,1
16743,1
16744,0
16745,0
16746,0
16747,0
16748,1
16749,1
16750,0
16751,0
16752,0
16753,0
16754,1
16755,1
16756,1
16757,1
16758,1
16759,1
16760,0
16761,0
16762,1
16763,1
16764,0
16765,0
16766,0
16767,0
16768,0
16769,0
16770,0
16771,0
16772,1
16773,1
16774,1
16775,1
16776,0
16777,0
16778,1
16779,1
16780,1
16781,1
16782,1
16783,1
16784,1
16785,1
16786,0
16787,0
16788,0
16789,0
16790,1
16791,1
16792,0
16793,0
16794,0
16795,0
16796,0
16797,0
16798,1
16799,1
16800,0
16801,0
16802,0
16803,0
16804,0
16805,0
16806,0
16807,0
16808,1
16809,1
16810,1
16811,1
16812,0
16813,0
16814,0
16815,0
16816,1
16817,1
16818,0
16819,0
16820,1
16821,1
16822,0
16823,0
16824,1
16825,1
16826,0
16827,0
16828,1
16829,1
16830,0
16831,0
16832,1
16833,1
16834,0
16835,0
16836,1
16837,1
16838,1
16839,1
16840,0
16841,0
16842,0
16843,0
16844,1
16845,1
16846,1
16847,1
16848,1
16849,1
16850,0
16851,0
16852,1
16853,1
16854,0
16855,0
16856,0
16857,0
16858,0
16859,0
16860,0
16861,0
16862,1
16863,1
16864,1
16865,1
16866,0
16867,0
16868,0
16869,0
16870,1
16871,1
16872,0
16873,0
16874,1
16875,1
16876,1
16877,1
16878,1
16879,1
16880,1
16881,1
16882,0
16883,0
16884,0
16885,0
16886,1
16887,1
16888,0
16889,0
16890,1
16891,1
16892,0
16893,0
16894,0
16895,0
16896,1
16897,1
16898,1
16899,1
16900,1
16901,1
16902,0
16903,0
16904,1
16905,1
16906,0
16907,0
16908,0
16909,0
16910,0
16911,0
16912,0
16913,0
16914,0
16915,0
16916,1
16917,1
16918,0
16919,0
16920,1
16921,1
16922,0
16923,0
16924,1
16925,1
16926,0
16927,0
16928,1
16929,1
16930,0
16931,0
16932,0
16933,0
16934,0
16935,0
16936,0
16937,0
16938,1
16939,1
16940,0
16941,0
16942,1
16943,1
16944,1
16945,1
16946,1
16947,1
16948,1
16949,1
16950,1
16951,1
16952,0
16953,0
16954,0
16955,0
16956,1
16957,1
16958,1
16959,1
16960,1
16961,1
16962,0
16963,0
16964,1
16965,1
16966,1
16967,1
16968,0
16969,0
16970,1
16971,1
16972,1
16973,1
16974,0
16975,0
16976,0
16977,0
16978,0
16979,0
16980,0
16981,0
16982,0
16983,0
16984,0
16985,0
16986,0
16987,0
16988,1
16989,1
16990,0
16991,0
16992,1
16993,1
16994,1
16995,1
16996,1
16997,1
16998,1
16999,1
17000,1
17001,1
17002,0
17003,0
17004,1
17005,1
17006,0
17007,0
17008,1
17009,1
17010,0
17011,0
17012,1
17013,1
17014,1
17015,1
17016,1
17017,1
17018,0
17019,0
17020,0
17021,0
17022,0
17023,0
17024,0
17025,0
17026,1
17027,1
17028,1
17029,1
17030,1
17031,1
17032,1
17033,1
17034,1
17035,1
17036,1
17037,1
17038,1
17039,1
17040,0
17041,0
17042,1
17043,1
17044,1
17045,1
17046,0
17047,0
17048,1
17049,1
17050,1
17051,1
17052,1
17053,1
17054,1
17055,1
17056,1
17057,1
17058,0
17059,0
17060,1
17061,1
17062,0
17063,0
17064,1
17065,1
17066,0
17067,0
17068,1
17069,1
17070,0
17071,0
17072,1
17073,1
17074,0
17075,0
17076,0
17077,0
17078,0
17079,0
17080,1
17081,1
17082,1
17083,1
17084,0
17085,0
17086,1
17087,1
17088,1
17089,1
17090,1
17091,1
17092,0
17093,0
17094,1
17095,1
17096,1
17097,1
17098,0
17099,0
17100,0
17101,0
17102,0
17103,0
17104,0
17105,0
17106,1
17107,1
17108,1
17109,1
17110,0
17111,0
17112,0
17113,0
17114,0
17115,0
17116,0
17117,0
17118,0
17119,0
17120,1
17121,1
17122,1
17123,1
17124,0
17125,0
17126,0
17127,0
17128,0
17129,0
17130,0
17131,0
17132,1
17133,1
17134,0
17135,0
17136,0
17137,0
17138,1
17139,1
17140,1
17141,1
17142,1
17143,1
17144,0
17145,0
17146,0
17147,0
17148,1
17149,1
17150,1
17151,1
17152,0
17153,0
17154,0
17155,0
17156,1
17157,1
17158,0
17159,0
17160,0
17161,0
17162,0
17163,0
17164,1
17165,1
17166,1
17167,1
17168,1
17169,1
17170,1
17171,1
17172,0
17173,0
17174,1
17175,1
17176,0
17177,0
17178,1
17179,1
17180,1
17181,1
17182,0
17183,0
17184,0
17185,0
17186,1
17187,1
17188,0
17189,0
17190,0
17191,0
17192,1
17193,1
17194,0
17195,0
17196,1
17197,1
17198,1
17199,1
17200,1
17201,1
17202,1
17203,1
17204,0
17205,0
17206,0
17207,0
17208,1
17209,1
17210,1
17211,1
17212,0
17213,0
17214,1
17215,1
17216,0
17217,0
17218,1
17219,1
17220,0
17221,0
17222,1
17223,1
17224,1
17225,1
17226,1
17227,1
17228,1
17229,1
17230,1
17231,1
17232,1
17233,1
17234,1
17235,1
17236,1
17237,1
17238,0
17239,0
17240,1
17241,1
17242,0
17243,0
17244,1
17245,1
17246,1
17247,1
17248,0
17249,0
17250,1
17251,1
17252,0
17253,0
17254,0
17255,0
17256,1
17257,1
17258,1
17259,1
17260,1
17261,1
17262,0
17263,0
17264,1
17265,1
17266,1
17267,1
17268,1
17269,1
17270,1
17271,1
17272,1
17273,1
17274,1
17275,1
17276,1
17277,1
17278,0
17279,0
17280,1
17281,1
17282,1
17283,1
17284,0
17285,0
17286,1
17287,1
17288,0
17289,0
17290,1
17291,1
17292,0
17293,0
17294,1
17295,1
17296,1
17297,1
17298,0
17299,0
17300,0
17301,0
17302,1
17303,1
17304,0
17305,0
17306,1
17307,1
17308,0
17309,0
17310,0
17311,0
17312,1
17313,1
17314,1
17315,1
17316,1
17317,1
17318,0
17319,0
17320,1
17321,1
17322,1
17323,1
17324,1
17325,1
17326,1
17327,1
17328,1
17329,1
17330,0
17331,0
17332,0
17333,0
17334,0
17335,0
17336,0
17337,0
17338,1
17339,1
17340,1
17341,1
17342,1
17343,1
17344,1
17345,1
17346,0
17347,0
17348,0
17349,0
17350,0
17351,0
17352,0
17353,0
17354,1
17355,1
17356,0
17357,0
17358,1
17359,1
17360,1
17361,1
17362,1
17363,1
17364,1
17365,1
17366,0
17367,0
17368,0
17369,0
17370,0
17371,0
17372,0
17373,0
17374,0
17375,0
17376,0
17377,0
17378,1
17379,1
17380,0
17381,0
17382,1
17383,1
17384,1
17385,1
17386,0
17387,0
17388,0
17389,0
17390,1
17391,1
17392,1
17393,1
17394,0
17395,0
17396,1
17397,1
17398,0
17399,0
17400,1
17401,1
17402,0
17403,0
17404,1
17405,1
17406,1
17407,1
17408,0
17409,0
17410,0
17411,0
17412,1
17413,1
17414,1
17415,1
17416,0
17417,0
17418,1
17419,1
17420,0
17421,0
17422,1
17423,1
17424,1
17425,1
17426,1
17427,1
17428,0
17429,0
17430,0
17431,0
17432,1
17433,1
17434,1
17435,1
17436,1
17437,1
17438,0
17439,0
17440,0
17441,0
17442,1
17443,1
17444,0
17445,0
17446,1
17447,1
17448,1
17449,1
17450,0
17451,0
17452,0
17453,0
17454,0
17455,0
17456,0
17457,0
17458,1
17459,1
17460,1
17461,1
17462,0
17463,0
17464,0
17465,0
17466,0
17467,0
17468,1
17469,1
17470,1
17471,1
17472,1
17473,1
17474,0
17475,0
17476,0
17477,0
17478,0
17479,0
17480,0
17481,0
17482,0
17483,0
17484,0
17485,0
17486,1
17487,1
17488,1
17489,1
17490,0
17491,0
17492,1
17493,1
17494,1
17495,1
17496,1
17497,1
17498,1
17499,1
17500,1
17501,1
17502,1
17503,1
17504,0
17505,0
17506,1
17507,1
17508,1
17509,1
17510,0
17511,0
17512,1
17513,1
17514,1
17515,1
17516,0
17517,0
17518,0
17519,0
17520,0
17521,0
17522,0
17523,0
17524,0
17525,0
17526,1
17527,1
17528,1
17529,1
17530,0
17531,0
17532,0
17533,0
17534,0
17535,0
17536,1
17537,1
17538,0
17539,0
17540,0
17541,0
17542,1
17543,1
17544,0
17545,0
17546,0
17547,0
17548,1
17549,1
17550,0
17551,0
17552,0
17553,0
17554,0
17555,0
17556,1
17557,1
17558,0
17559,0
17560,1
17561,1
17562,1
17563,1
17564,1
17565,1
17566,0
17567,0
17568,1
17569,1
17570,1
17571,1
17572,0
17573,0
17574,1
17575,1
17576,0
17577,0
17578,0
17579,0
17580,1
17581,1
17582,0
17583,0
17584,0
17585,0
17586,1
17587,1
17588,0
17589,0
17590,1
17591,1
17592,1
17593,1
17594,1
17595,1
17596,1
17597,1
17598,0
17599,0
17600,1
17601,1
17602,1
17603,1
17604,1
17605,1
17606,1
17607,1
17608,1
17609,1
17610,0
17611,0
17612,1
17613,1
17614,1
17615,1
17616,1
17617,1
17618,1
17619,1
17620,1
17621,1
17622,1
17623,1
17624,1
17625,1
17626,0
17627,0
17628,0
17629,0
17630,0
17631,0
17632,1
17633,1
17634,1
17635,1
17636,0
17637,0
17638,0
17639,0
17640,0
17641,0
17642,0
17643,0
17644,0
17645,0
17646,1
17647,1
17648,1
17649,1
17650,1
17651,1
17652,1
17653,1
17654,1
17655,1
17656,0
17657,0
17658,1
17659,1
17660,0
17661,0
17662,0
17663,0
17664,1
17665,1
17666,1
17667,1
17668,1
17669,1
17670,0
17671,0
17672,0
17673,0
17674,1
17675,1
17676,1
17677,1
17678,1
17679,1
17680,0
17681,0
17682,0
17683,0
17684,1
17685,1
17686,1
17687,1
17688,0
17689,0
17690,1
17691,1
17692,1
17693,1
17694,1
17695,1
17696,0
17697,0
17698,0
17699,0
17700,0
17701,0
17702,1
17703,1
17704,1
17705,1
17706,1
17707,1
17708,1
17709,1
17710,1
17711,1
17712,1
17713,1
17714,0
17715,0
17716,1
17717,1
17718,1
17719,1
17720,0
17721,0
17722,0
17723,0
17724,1
17725,1
17726,0
17727,0
17728,1
17729,1
17730,0
17731,0
17732,1
17733,1
17734,0
17735,0
17736,1
17737,1
17738,0
17739,0
17740,0
17741,0
17742,1
17743,1
17744,0
17745,0
17746,0
17747,0
17748,1
17749,1
17750,1
17751,1
17752,1
17753,1
17754,0
17755,0
17756,0
17757,0
17758,0
17759,0
17760,0
17761,0
17762,1
17763,1
17764,1
17765,1
17766,1
17767,1
17768,1
17769,1
17770,1
17771,1
17772,1
17773,1
17774,1
17775,1
17776,0
17777,0
17778,1
17779,1
17780,0
17781,0
17782,1
17783,1
17784,1
17785,1
17786,0
17787,0
17788,1
17789,1
17790,1
17791,1
17792,1
17793,1
17794,0
17795,0
17796,0
17797,0
17798,0
17799,0
17800,1
17801,1
17802,0
17803,0
17804,1
17805,1
17806,1
17807,1
17808,1
17809,1
17810,1
17811,1
17812,1
17813,1
17814,1
17815,1
17816,1
17817,1
17818,0
17819,0
17820,1
17821,1
17822,1
17823,1
17824,1
17825,1
17826,1
17827,1
17828,1
17829,1
17830,0
17831,0
17832,0
17833,0
17834,0
17835,0
17836,1
17837,1
17838,0
17839,0
17840,0
17841,0
17842,1
17843,1
17844,0
17845,0
17846,1
17847,1
17848,0
17849,0
17850,1
17851,1
17852,1
17853,1
17854,0
17855,0
17856,0
17857,0
17858,0
17859,0
17860,1
17861,1
17862,0
17863,0
17864,1
17865,1
17866,0
17867,0
17868,1
17869,1
17870,1
17871,1
17872,1
17873,1
17874,0
17875,0
17876,0
17877,0
17878,0
17879,0
17880,0
17881,0
17882,1
17883,1
17884,0
17885,0
17886,1
17887,1
17888,1
17889,1
17890,0
17891,0
17892,0
17893,0
17894,1
17895,1
17896,1
17897,1
17898,0
17899,0
17900,1
17901,1
17902,1
17903,1
17904,1
17905,1
17906,0
17907,0
17908,1
17909,1
17910,0
17911,0
17912,0
17913,0
17914,0
17915,0
17916,0
17917,0
17918,1
17919,1
17920,1
17921,1
17922,0
17923,0
17924,1
17925,1
17926,1
17927,1
17928,0
17929,0
17930,1
17931,1
17932,0
17933,0
17934,0
17935,0
17936,1
17937,1
17938,0
17939,0
17940,1
17941,1
17942,1
17943,1
17944,0
17945,0
17946,0
17947,0
17948,1
17949,1
17950,1
17951,1
17952,0
17953,0
17954,0
17955,0
17956,1
17957,1
17958,0
17959,0
17960,0
17961,0
17962,0
17963,0
17964,1
17965,1
17966,1
17967,1
17968,1
17969,1
17970,0
17971,0
17972,1
17973,1
17974,0
17975,0
17976,0
17977,0
17978,0
17979,0
17980,1
17981,1
17982,0
17983,0
17984,1
17985,1
17986,1
17987,1
17988,1
17989,1
17990,1
17991,1
17992,0
17993,0
17994,0
17995,0
17996,1
17997,1
17998,1
17999,1
18000,0
18001,0
18002,0
18003,0
18004,1
18005,1
18006,1
18007,1
18008,1
18009,1
18010,1
18011,1
18012,1
18013,1
18014,1
18015,1
18016,1
18017,1
18018,0
18019,0
18020,0
18021,0
18022,0
18023,0
18024,0
18025,0
18026,0
18027,0
18028,1
18029,1
18030,1
18031,1
18032,0
18033,0
18034,0
18035,0
18036,1
18037,1
18038,1
18039,1
18040,0
18041,0
18042,1
18043,1
18044,0
18045,0
18046,0
18047,0
18048,0
18049,0
18050,0
18051,0
18052,0
18053,0
18054,0
18055,0
18056,1
18057,1
18058,0
18059,0
18060,0
18061,0
18062,1
18063,1
18064,1
18065,1
18066,1
18067,1
18068,1
18069,1
18070,1
18071,1
18072,1
18073,1
18074,1
18075,1
18076,1
18077,1
18078,1
18079,1
18080,1
18081,1
18082,1
18083,1
18084,0
18085,0
18086,0
18087,0
18088,1
18089,1
18090,0
18091,0
18092,0
18093,0
18094,1
18095,1
18096,1
18097,1
18098,1
18099,1
18100,0
18101,0
18102,0
18103,0
18104,1
18105,1
18106,0
18107,0
18108,1
18109,1
18110,1
18111,1
18112,1
18113,1
18114,1
18115,1
18116,0
18117,0
18118,1
18119,1
18120,1
18121,1
18122,1
18123,1
18124,1
18125,1
18126,0
18127,0
18128,1
18129,1
18130,1
18131,1
18132,1
18133,1
18134,1
18135,1
18136,1
18137,1
18138,0
18139,0
18140,0
18141,0
18142,1
18143,1
18144,0
18145,0
18146,0
18147,0
18148,0
18149,0
18150,0
18151,0
18152,1
18153,1
18154,0
18155,0
18156,0
18157,0
18158,0
18159,0
18160,0
18161,0
18162,0
18163,0
18164,0
18165,0
18166,0
18167,0
18168,0
18169,0
18170,0
18171,0
18172,0
18173,0
18174,1
18175,1
18176,1
18177,1
18178,0
18179,0
18180,1
18181,1
18182,1
18183,1
18184,0
18185,0
18186,0
18187,0
18188,0
18189,0
18190,1
18191,1
18192,1
18193,1
18194,0
18195,0
18196,1
18197,1
18198,1
18199,1
18200,1
18201,1
18202,1
18203,1
18204,1
18205,1
18206,0
18207,0
18208,1
18209,1
18210,1
18211,1
18212,1
18213,1
18214,1
18215,1
18216,0
18217,0
18218,0
18219,0
18220,1
18221,1
18222,0
18223,0
18224,1
18225,1
18226,1
18227,1
18228,1
18229,1
18230,0
18231,0
18232,0
18233,0
18234,1
18235,1
18236,0
18237,0
18238,0
18239,0
18240,0
18241,0
18242,1
18243,1
18244,1
18245,1
18246,0
18247,0
18248,1
18249,1
18250,1
18251,1
18252,0
18253,0
18254,0
18255,0
18256,0
18257,0
18258,0
18259,0
18260,1
18261,1
18262,1
18263,1
18264,0
18265,0
18266,0
18267,0
18268,0
18269,0
18270,1
18271,1
18272,1
18273,1
18274,0
18275,0
18276,0
18277,0
18278,1
18279,1
18280,0
18281,0
18282,1
18283,1
18284,0
18285,0
18286,0
18287,0
18288,0
18289,0
18290,0
18291,0
18292,1
18293,1
18294,0
18295,0
18296,1
18297,1
18298,1
18299,1
18300,1
18301,1
18302,1
18303,1
18304,1
18305,1
18306,1
18307,1
18308,1
18309,1
18310,1
18311,1
18312,1
18313,1
18314,1
18315,1
18316,0
18317,0
18318,0
18319,0
18320,1
18321,1
18322,1
18323,1
18324,1
18325,1
18326,0
18327,0
18328,1
18329,1
18330,1
18331,1
18332,0
18333,0
18334,0
18335,0
18336,0
18337,0
18338,0
18339,0
18340,1
18341,1
18342,1
18343,1
18344,0
18345,0
18346,0
18347,0
18348,0
18349,0
18350,0
18351,0
18352,1
18353,1
18354,0
18355,0
18356,1
18357,1
18358,1
18359,1
18360,1
18361,1
18362,1
18363,1
18364,1
18365,1
18366,1
18367,1
18368,1
18369,1
18370,0
18371,0
18372,0
18373,0
18374,1
18375,1
18376,1
18377,1
18378,1
18379,1
18380,0
18381,0
18382,1
18383,1
18384,0
18385,0
18386,0
18387,0
18388,1
18389,1
18390,0
18391,0
18392,1
18393,1
18394,1
18395,1
18396,1
18397,1
18398,1
18399,1
18400,1
18401,1
18402,1
18403,1
18404,0
18405,0
18406,0
18407,0
18408,1
18409,1
18410,0
18411,0
18412,0
18413,0
18414,0
18415,0
18416,1
18417,1
18418,1
18419,1
18420,0
18421,0
18422,1
18423,1
18424,0
18425,0
18426,1
18427,1
18428,0
18429,0
18430,1
18431,1
18432,0
18433,0
18434,1
18435,1
18436,0
18437,0
18438,0
18439,0
18440,0
18441,0
18442,0
18443,0
18444,0
18445,0
18446,1
18447,1
18448,0
18449,0
18450,0
18451,0
18452,1
18453,1
18454,1
18455,1
18456,0
18457,0
18458,0
18459,0
18460,0
18461,0
18462,1
18463,1
18464,1
18465,1
18466,1
18467,1
18468,1
18469,1
18470,0
18471,0
18472,0
18473,0
18474,0
18475,0
18476,1
18477,1
18478,1
18479,1
18480,0
18481,0
18482,0
18483,0
18484,1
18485,1
18486,1
18487,1
18488,1
18489,1
18490,0
18491,0
18492,0
18493,0
18494,0
18495,0
18496,1
18497,1
18498,0
18499,0
18500,0
18501,0
18502,0
18503,0
18504,1
18505,1
18506,0
18507,0
18508,1
18509,1
18510,1
18511,1
18512,1
18513,1
18514,1
18515,1
18516,0
18517,0
18518,0
18519,0
18520,1
18521,1
18522,1
18523,1
18524,0
18525,0
18526,0
18527,0
18528,0
18529,0
18530,0
18531,0
18532,0
18533,0
18534,1
18535,1
18536,0
18537,0
18538,1
18539,1
18540,1
18541,1
18542,1
18543,1
18544,1
18545,1
18546,0
18547,0
18548,1
18549,1
18550,0
18551,0
18552,0
18553,0
18554,0
18555,0
18556,0
18557,0
18558,0
18559,0
18560,0
18561,0
18562,1
18563,1
18564,0
18565,0
18566,0
18567,0
18568,1
18569,1
18570,1
18571,1
18572,1
18573,1
18574,1
18575,1
18576,1
18577,1
18578,0
18579,0
18580,1
18581,1
18582,0
18583,0
18584,1
18585,1
18586,1
18587,1
18588,1
18589,1
18590,1
18591,1
18592,1
18593,1
18594,1
18595,1
18596,1
18597,1
18598,0
18599,0
18600,1
18601,1
18602,1
18603,1
18604,1
18605,1
18606,1
18607,1
18608,0
18609,0
18610,0
18611,0
18612,0
18613,0
18614,0
18615,0
18616,0
18617,0
18618,1
18619,1
18620,1
18621,1
18622,1
18623,1
18624,0
18625,0
18626,0
18627,0
18628,1
18629,1
18630,1
18631,1
18632,1
18633,1
18634,0
18635,0
18636,1
18637,1
18638,1
18639,1
18640,1
18641,1
18642,0
18643,0
18644,1
18645,1
18646,1
18647,1
18648,1
18649,1
18650,1
18651,1
18652,0
18653,0
18654,0
18655,0
18656,1
18657,1
18658,1
18659,1
18660,0
18661,0
18662,0
18663,0
18664,0
18665,0
18666,0
18667,0
18668,0
18669,0
18670,0
18671,0
18672,0
18673,0
18674,0
18675,0
18676,0
18677,0
18678,1
18679,1
18680,0
18681,0
18682,0
18683,0
18684,1
18685,1
18686,1
18687,1
18688,1
18689,1
18690,0
18691,0
18692,1
18693,1
18694,0
18695,0
18696,0
18697,0
18698,0
18699,0
18700,1
18701,1
18702,0
18703,0
18704,0
18705,0
18706,1
18707,1
18708,0
18709,0
18710,0
18711,0
18712,0
18713,0
18714,1
18715,1
18716,1
18717,1
18718,0
18719,0
18720,1
18721,1
18722,1
18723,1
18724,1
18725,1
18726,0
18727,0
18728,1
18729,1
18730,1
18731,1
18732,1
18733,1
18734,1
18735,1
18736,0
18737,0
18738,0
18739,0
18740,0
18741,0
18742,0
18743,0
18744,0
18745,0
18746,1
18747,1
18748,1
18749,1
18750,0
18751,0
18752,1
18753,1
18754,1
18755,1
18756,1
18757,1
18758,0
18759,0
18760,0
18761,0
18762,1
18763,1
18764,0
18765,0
18766,0
18767,0
18768,0
18769,0
18770,0
18771,0
18772,1
18773,1
18774,0
18775,0
18776,0
18777,0
18778,1
18779,1
18780,0
18781,0
18782,0
18783,0
18784,0
18785,0
18786,0
18787,0
18788,1
18789,1
18790,0
18791,0
18792,0
18793,0
18794,0
18795,0
18796,1
18797,1
18798,1
18799,1
18800,1
18801,1
18802,1
18803,1
18804,1
18805,1
18806,1
18807,1
18808,0
18809,0
18810,1
18811,1
18812,1
18813,1
18814,1
18815,1
18816,1
18817,1
18818,1
18819,1
18820,0
18821,0
18822,1
18823,1
18824,1
18825,1
18826,1
18827,1
18828,1
18829,1
18830,1
18831,1
18832,1
18833,1
18834,1
18835,1
18836,0
18837,0
18838,0
18839,0
18840,1
18841,1
18842,0
18843,0
18844,1
18845,1
18846,1
18847,1
18848,1
18849,1
18850,1
18851,1
18852,0
18853,0
18854,1
18855,1
18856,1
18857,1
18858,1
18859,1
18860,0
18861,0
18862,1
18863,1
18864,0
18865,0
18866,0
18867,0
18868,1
18869,1
18870,1
18871,1
18872,1
18873,1
18874,0
18875,0
18876,0
18877,0
18878,0
18879,0
18880,1
18881,1
18882,0
18883,0
18884,0
18885,0
18886,1
18887,1
18888,0
18889,0
18890,1
18891,1
18892,1
18893,1
18894,1
18895,1
18896,1
18897,1
18898,1
18899,1
18900,0
18901,0
18902,0
18903,0
18904,0
18905,0
18906,1
18907,1
18908,1
18909,1
18910,1
18911,1
18912,0
18913,0
18914,0
18915,0
18916,0
18917,0
18918,0
18919,0
18920,0
18921,0
18922,0
18923,0
18924,1
18925,1
18926,1
18927,1
18928,1
18929,1
18930,0
18931,0
18932,1
18933,1
18934,0
18935,0
18936,1
18937,1
18938,0
18939,0
18940,1
18941,1
18942,0
18943,0
18944,0
18945,0
18946,1
18947,1
18948,1
18949,1
18950,1
18951,1
18952,0
18953,0
18954,1
18955,1
18956,1
18957,1
18958,1
18959,1
18960,0
18961,0
18962,0
18963,0
18964,0
18965,0
18966,0
18967,0
18968,0
18969,0
18970,0
18971,0
18972,0
18973,0
18974,0
18975,0
18976,1
18977,1
18978,0
18979,0
18980,0
18981,0
18982,1
18983,1
18984,0
18985,0
18986,1
18987,1
18988,1
18989,1
18990,1
18991,1
18992,1
18993,1
18994,1
18995,1
18996,1
18997,1
18998,1
18999,1
19000,0
19001,0
19002,0
19003,0
19004,1
19005,1
19006,1
19007,1
19008,1
19009,1
19010,1
19011,1
19012,1
19013,1
19014,0
19015,0
19016,0
19017,0
19018,1
19019,1
19020,0
19021,0
19022,1
19023,1
19024,1
19025,1
19026,1
19027,1
19028,1
19029,1
19030,0
19031,0
19032,1
19033,1
19034,0
19035,0
19036,0
19037,0
19038,0
19039,0
19040,0
19041,0
19042,1
19043,1
19044,0
19045,0
19046,1
19047,1
19048,0
19049,0
19050,1
19051,1
19052,1
19053,1
19054,1
19055,1
19056,0
19057,0
19058,1
19059,1
19060,1
19061,1
19062,0
19063,0
19064,1
19065,1
19066,1
19067,1
19068,1
19069,1
19070,1
19071,1
19072,0
19073,0
19074,0
19075,0
19076,1
19077,1
19078,1
19079,1
19080,1
19081,1
19082,1
19083,1
19084,0
19085,0
19086,1
19087,1
19088,1
19089,1
19090,1
19091,1
19092,1
19093,1
19094,1
19095,1
19096,1
19097,1
19098,1
19099,1
19100,1
19101,1
19102,1
19103,1
19104,0
19105,0
19106,0
19107,0
19108,1
19109,1
19110,0
19111,0
19112,0
19113,0
19114,1
19115,1
19116,0
19117,0
19118,1
19119,1
19120,1
19121,1
19122,0
19123,0
19124,1
19125,1
19126,1
19127,1
19128,1
19129,1
19130,0
19131,0
19132,0
19133,0
19134,1
19135,1
19136,1
19137,1
19138,0
19139,0
19140,0
19141,0
19142,1
19143,1
19144,0
19145,0
19146,0
19147,0
19148,0
19149,0
19150,0
19151,0
19152,0
19153,0
19154,1
19155,1
19156,1
19157,1
19158,1
19159,1
19160,1
19161,1
19162,1
19163,1
19164,0
19165,0
19166,0
19167,0
19168,0
19169,0
19170,0
19171,0
19172,0
19173,0
19174,1
19175,1
19176,0
19177,0
19178,1
19179,1
19180,0
19181,0
19182,1
19183,1
19184,1
19185,1
19186,1
19187,1
19188,0
19189,0
19190,1
19191,1
19192,1
19193,1
19194,1
19195,1
19196,0
19197,0
19198,0
19199,0
19200,1
19201,1
19202,0
19203,0
19204,1
19205,1
19206,1
19207,1
19208,0
19209,0
19210,0
19211,0
19212,1
19213,1
19214,1
19215,1
19216,0
19217,0
19218,0
19219,0
19220,0
19221,0
19222,1
19223,1
19224,1
19225,1
19226,1
19227,1
19228,0
19229,0
19230,1
19231,1
19232,1
19233,1
19234,1
19235,1
19236,1
19237,1
19238,1
19239,1
19240,0
19241,0
19242,1
19243,1
19244,1
19245,1
19246,0
19247,0
19248,1
19249,1
19250,0
19251,0
19252,1
19253,1
19254,1
19255,1
19256,1
19257,1
19258,0
19259,0
19260,0
19261,0
19262,1
19263,1
19264,0
19265,0
19266,1
19267,1
19268,1
19269,1
19270,0
19271,0
19272,1
19273,1
19274,0
19275,0
19276,0
19277,0
19278,0
19279,0
19280,1
19281,1
19282,0
19283,0
19284,0
19285,0
19286,0
19287,0
19288,0
19289,0
19290,1
19291,1
19292,1
19293,1
19294,0
19295,0
19296,0
19297,0
19298,0
19299,0
19300,1
19301,1
19302,0
19303,0
19304,0
19305,0
19306,0
19307,0
19308,1
19309,1
19310,0
19311,0
19312,0
19313,0
19314,0
19315,0
19316,0
19317,0
19318,0
19319,0
19320,1
19321,1
19322,0
19323,0
19324,1
19325,1
19326,1
19327,1
19328,1
19329,1
19330,0
19331,0
19332,1
19333,1
19334,1
19335,1
19336,1
19337,1
19338,1
19339,1
19340,1
19341,1
19342,0
19343,0
19344,0
19345,0
19346,1
19347,1
19348,1
19349,1
19350,1
19351,1
19352,1
19353,1
19354,1
19355,1
19356,0
19357,0
19358,1
19359,1
19360,1
19361,1
19362,1
19363,1
19364,1
19365,1
19366,0
19367,0
19368,1
19369,1
19370,0
19371,0
19372,1
19373,1
19374,0
19375,0
19376,1
19377,1
19378,1
