,value
23970,0
23971,0
23972,1
23973,0
23974,1
23975,1
23976,1
23977,0
23978,1
23979,1
23980,1
23981,0
23982,1
23983,1
23984,1
23985,0
23986,0
23987,0
23988,1
23989,0
23990,1
23991,1
23992,0
23993,0
23994,0
23995,1
23996,1
23997,0
23998,0
23999,1
24000,1
24001,0
24002,0
24003,1
24004,1
24005,1
24006,0
24007,1
24008,0
24009,1
24010,1
24011,0
24012,1
24013,0
24014,1
24015,1
24016,1
24017,1
24018,1
24019,1
24020,0
24021,1
24022,1
24023,0
24024,1
24025,1
24026,0
24027,1
24028,0
24029,1
24030,1
24031,1
24032,1
24033,0
24034,1
24035,0
24036,1
24037,0
24038,0
24039,1
24040,1
24041,0
24042,0
24043,1
24044,1
24045,1
24046,0
24047,0
24048,0
24049,0
24050,1
24051,1
24052,0
24053,1
24054,1
24055,1
24056,0
24057,0
24058,1
24059,1
24060,0
24061,0
24062,0
24063,1
24064,1
24065,1
24066,0
24067,0
24068,0
24069,1
24070,0
24071,1
24072,1
24073,0
24074,0
24075,0
24076,0
24077,0
24078,1
24079,0
24080,1
24081,0
24082,0
24083,0
24084,1
24085,1
24086,0
24087,1
24088,1
24089,1
24090,0
24091,0
24092,0
24093,1
24094,0
24095,1
24096,0
24097,0
24098,1
24099,1
24100,1
24101,0
24102,0
24103,1
24104,0
24105,0
24106,0
24107,1
24108,1
24109,0
24110,1
24111,0
24112,1
24113,1
24114,1
24115,1
24116,1
24117,1
24118,1
24119,1
24120,0
24121,1
24122,1
24123,0
24124,0
24125,1
24126,0
24127,1
24128,0
24129,0
24130,1
24131,1
24132,0
24133,1
24134,1
24135,1
24136,0
24137,0
24138,0
24139,0
24140,1
24141,1
24142,0
24143,1
24144,0
24145,1
24146,1
24147,1
24148,1
24149,1
24150,0
24151,0
24152,0
24153,1
24154,1
24155,0
24156,1
24157,1
24158,0
24159,0
24160,0
24161,0
24162,0
24163,1
24164,1
24165,1
24166,1
24167,0
24168,0
24169,0
24170,1
24171,0
24172,1
24173,0
24174,1
24175,0
24176,1
24177,0
24178,1
24179,0
24180,0
24181,0
24182,1
24183,0
24184,1
24185,1
24186,0
24187,0
24188,1
24189,0
24190,0
24191,1
24192,1
24193,0
24194,0
24195,0
24196,1
24197,1
24198,1
24199,0
24200,1
24201,1
24202,1
24203,0
24204,1
24205,1
24206,1
24207,1
24208,1
24209,0
24210,1
24211,1
24212,1
24213,1
24214,0
24215,0
24216,0
24217,1
24218,0
24219,1
24220,0
24221,1
24222,0
24223,0
24224,1
24225,1
24226,1
24227,1
24228,0
24229,1
24230,0
24231,1
24232,1
24233,0
24234,0
24235,0
24236,0
24237,1
24238,1
24239,1
24240,1
24241,1
24242,0
24243,1
24244,0
24245,0
24246,1
24247,1
24248,1
24249,0
24250,1
24251,0
24252,0
24253,1
24254,1
24255,0
24256,1
24257,1
24258,0
24259,1
24260,0
24261,1
24262,1
24263,0
24264,1
24265,1
24266,1
24267,1
24268,0
24269,1
24270,0
24271,1
24272,1
24273,0
24274,0
24275,1
24276,1
24277,1
24278,1
24279,0
24280,1
24281,1
24282,0
24283,1
24284,0
24285,1
24286,0
24287,0
24288,0
24289,1
24290,0
24291,1
24292,0
24293,0
24294,1
24295,0
24296,1
24297,0
24298,1
24299,1
24300,0
24301,1
24302,0
24303,0
24304,0
24305,0
24306,0
24307,1
24308,1
24309,1
24310,0
24311,1
24312,0
24313,1
24314,1
24315,0
24316,0
24317,1
24318,1
24319,0
24320,1
24321,0
24322,1
24323,0
24324,1
24325,1
24326,1
24327,0
24328,0
24329,1
24330,1
24331,0
24332,0
24333,0
24334,1
24335,1
24336,0
24337,0
24338,0
24339,1
24340,0
24341,1
24342,0
24343,1
24344,1
24345,1
24346,1
24347,0
24348,1
24349,0
24350,1
24351,0
24352,0
24353,1
24354,0
24355,0
24356,0
24357,0
24358,1
24359,0
24360,1
24361,0
24362,1
24363,0
24364,0
24365,1
24366,0
24367,0
24368,0
24369,0
24370,1
24371,0
24372,1
24373,1
24374,1
24375,1
24376,1
24377,1
24378,1
24379,1
24380,0
24381,0
24382,1
24383,0
24384,0
24385,0
24386,0
24387,1
24388,0
24389,1
24390,1
24391,1
24392,1
24393,0
24394,1
24395,1
24396,1
24397,1
24398,1
24399,0
24400,0
24401,1
24402,0
24403,1
24404,0
24405,0
24406,0
24407,1
24408,0
24409,1
24410,0
24411,0
24412,0
24413,0
24414,0
24415,1
24416,1
24417,0
24418,0
24419,0
24420,0
24421,0
24422,1
24423,0
24424,0
24425,0
24426,0
24427,1
24428,1
24429,0
24430,1
24431,0
24432,1
24433,1
24434,0
24435,0
24436,1
24437,1
24438,1
24439,0
24440,0
24441,0
24442,1
24443,1
24444,1
24445,0
24446,0
24447,1
24448,1
24449,1
24450,1
24451,0
24452,0
24453,0
24454,0
24455,1
24456,0
24457,1
24458,1
24459,1
24460,1
24461,0
24462,0
24463,1
24464,1
24465,0
24466,0
24467,1
24468,0
24469,0
24470,1
24471,1
24472,1
24473,0
24474,1
24475,1
24476,0
24477,0
24478,0
24479,0
24480,0
24481,1
24482,1
24483,0
24484,1
24485,0
24486,0
24487,1
24488,0
24489,0
24490,0
24491,0
24492,1
24493,0
24494,0
24495,0
24496,0
24497,1
24498,1
24499,0
24500,0
24501,1
24502,0
24503,0
24504,0
24505,1
24506,0
24507,1
24508,1
24509,0
24510,1
24511,0
24512,1
24513,1
24514,0
24515,0
24516,0
24517,1
24518,0
24519,0
24520,0
24521,0
24522,0
24523,1
24524,1
24525,0
24526,1
24527,0
24528,1
24529,0
24530,1
24531,1
24532,0
24533,1
24534,0
24535,0
24536,0
24537,0
24538,0
24539,1
24540,1
24541,1
24542,0
24543,0
24544,0
24545,1
24546,1
24547,1
24548,1
24549,1
24550,1
24551,0
24552,1
24553,0
24554,1
24555,1
24556,0
24557,1
24558,0
24559,1
24560,1
24561,0
24562,0
24563,1
24564,1
24565,1
24566,0
24567,0
24568,1
24569,1
24570,0
24571,0
24572,1
24573,0
24574,1
24575,1
24576,0
24577,1
24578,1
24579,1
24580,1
24581,1
24582,0
24583,1
24584,0
24585,1
24586,1
24587,0
24588,1
24589,1
24590,1
24591,0
24592,1
24593,1
24594,1
24595,1
24596,1
24597,1
24598,0
24599,1
24600,0
24601,1
24602,0
24603,1
24604,1
24605,1
24606,0
24607,1
24608,0
24609,0
24610,1
24611,1
24612,1
24613,0
24614,1
24615,1
24616,1
24617,1
24618,0
24619,1
24620,0
24621,0
24622,0
24623,0
24624,0
24625,1
24626,1
24627,0
24628,0
24629,0
24630,0
24631,1
24632,1
24633,1
24634,1
24635,0
24636,0
24637,1
24638,0
24639,1
24640,0
24641,1
24642,0
24643,0
24644,1
24645,1
24646,0
24647,1
24648,0
24649,0
24650,1
24651,1
24652,0
24653,1
24654,0
24655,1
24656,1
24657,0
24658,1
24659,0
24660,1
24661,1
24662,1
24663,0
24664,1
24665,0
24666,1
24667,1
24668,0
24669,1
24670,1
24671,1
24672,1
24673,1
24674,0
24675,1
24676,0
24677,1
24678,0
24679,0
24680,1
24681,1
24682,1
24683,1
24684,0
24685,1
24686,0
24687,1
24688,1
24689,0
24690,0
24691,1
24692,1
24693,0
24694,1
24695,0
24696,1
24697,1
24698,0
24699,0
24700,0
24701,0
24702,1
24703,0
24704,0
24705,0
24706,0
24707,0
24708,0
24709,0
24710,0
24711,0
24712,0
24713,1
24714,0
24715,0
24716,1
24717,0
24718,0
24719,0
24720,0
24721,0
24722,1
24723,1
24724,1
24725,1
24726,0
24727,0
24728,0
24729,0
24730,1
24731,1
24732,0
24733,0
24734,0
24735,0
24736,1
24737,0
24738,1
24739,1
24740,0
24741,0
24742,1
24743,0
24744,1
24745,0
24746,1
24747,0
24748,0
24749,1
24750,0
24751,1
24752,0
24753,0
24754,1
24755,0
24756,0
24757,1
24758,1
24759,1
24760,1
24761,1
24762,1
24763,0
24764,1
24765,0
24766,1
24767,1
24768,0
24769,1
24770,1
24771,0
24772,0
24773,1
24774,0
24775,1
24776,1
24777,0
24778,0
24779,0
24780,0
24781,0
24782,1
24783,0
24784,0
24785,1
24786,1
24787,1
24788,1
24789,1
24790,1
24791,1
24792,0
24793,0
24794,0
24795,0
24796,1
24797,0
24798,0
24799,0
24800,0
24801,0
24802,0
24803,0
24804,1
24805,1
24806,1
24807,0
24808,0
24809,0
24810,1
24811,0
24812,0
24813,0
24814,0
24815,1
24816,1
24817,1
24818,1
24819,1
24820,1
24821,1
24822,0
24823,0
24824,1
24825,1
24826,1
24827,0
24828,1
24829,1
24830,0
24831,1
24832,0
24833,1
24834,0
24835,1
24836,0
24837,1
24838,0
24839,0
24840,0
24841,1
24842,1
24843,0
24844,1
24845,1
24846,0
24847,1
24848,1
24849,0
24850,0
24851,0
24852,1
24853,0
24854,1
24855,0
24856,1
24857,0
24858,1
24859,0
24860,1
24861,1
24862,0
24863,1
24864,1
24865,1
24866,1
24867,0
24868,0
24869,1
24870,1
24871,1
24872,1
24873,0
24874,1
24875,1
24876,0
24877,0
24878,1
24879,0
24880,1
24881,0
24882,1
24883,0
24884,0
24885,0
24886,0
24887,0
24888,1
24889,1
24890,1
24891,1
24892,0
24893,0
24894,1
24895,1
24896,1
24897,0
24898,1
24899,1
24900,1
24901,1
24902,0
24903,0
24904,1
24905,0
24906,0
24907,0
24908,1
24909,0
24910,1
24911,0
24912,0
24913,0
24914,1
24915,0
24916,0
24917,1
24918,1
24919,0
24920,0
24921,0
24922,1
24923,0
24924,0
24925,0
24926,0
24927,0
24928,1
24929,1
24930,0
24931,0
24932,1
24933,1
24934,1
24935,1
24936,1
24937,0
24938,1
24939,1
24940,1
24941,1
24942,1
24943,1
24944,0
24945,1
24946,1
24947,0
24948,0
24949,1
24950,0
24951,1
24952,0
24953,1
24954,0
24955,0
24956,0
24957,1
24958,1
24959,1
24960,0
24961,1
24962,1
24963,1
24964,0
24965,1
24966,1
24967,1
24968,0
24969,1
24970,1
24971,1
24972,1
24973,0
24974,0
24975,0
24976,1
24977,1
24978,1
24979,0
24980,0
24981,1
24982,1
24983,1
24984,1
24985,0
24986,1
24987,1
24988,0
24989,0
24990,0
24991,1
24992,1
24993,1
24994,1
24995,0
24996,0
24997,0
24998,1
24999,1
25000,1
25001,1
25002,1
25003,0
25004,1
25005,0
25006,0
25007,1
25008,1
25009,1
25010,1
25011,0
25012,1
25013,0
25014,1
25015,0
25016,1
25017,1
25018,1
25019,1
25020,0
25021,1
25022,1
25023,0
25024,1
25025,0
25026,1
25027,0
25028,1
25029,1
25030,1
25031,1
25032,1
25033,0
25034,1
25035,1
25036,1
25037,0
25038,0
25039,0
25040,0
25041,1
25042,0
25043,0
25044,1
25045,1
25046,1
25047,0
25048,1
25049,1
25050,1
25051,0
25052,1
25053,1
25054,0
25055,0
25056,1
25057,0
25058,0
25059,0
25060,0
25061,0
25062,0
25063,0
25064,1
25065,1
25066,1
25067,0
25068,0
25069,0
25070,0
25071,0
25072,1
25073,1
25074,1
25075,0
25076,1
25077,1
25078,0
25079,1
25080,1
25081,0
25082,0
25083,0
25084,0
25085,1
25086,0
25087,0
25088,0
25089,0
25090,1
25091,1
25092,1
25093,1
25094,0
25095,1
25096,1
25097,1
25098,0
25099,0
25100,1
25101,0
25102,0
25103,0
25104,0
25105,0
25106,0
25107,0
25108,1
25109,0
25110,1
25111,1
25112,1
25113,0
25114,1
25115,0
25116,0
25117,1
25118,1
25119,0
25120,1
25121,0
25122,1
25123,1
25124,1
25125,1
25126,1
25127,0
25128,1
25129,0
25130,1
25131,0
25132,1
25133,0
25134,0
25135,1
25136,0
25137,1
25138,1
25139,0
25140,0
25141,1
25142,0
25143,0
25144,1
25145,1
25146,0
25147,1
25148,1
25149,0
25150,0
25151,1
25152,1
25153,0
25154,0
25155,0
25156,0
25157,0
25158,0
25159,0
25160,1
25161,0
25162,1
25163,0
25164,0
25165,1
25166,0
25167,0
25168,1
25169,1
25170,0
25171,1
25172,0
25173,1
25174,1
25175,1
25176,0
25177,0
25178,1
25179,0
25180,0
25181,1
25182,0
25183,1
25184,1
25185,0
25186,0
25187,0
25188,0
25189,0
25190,0
25191,0
25192,1
25193,1
25194,1
25195,0
25196,0
25197,1
25198,0
25199,1
25200,1
25201,1
25202,1
25203,1
25204,1
25205,0
25206,0
25207,0
25208,1
25209,0
25210,1
25211,1
25212,0
25213,1
25214,1
25215,1
25216,1
25217,0
25218,1
25219,1
25220,1
25221,0
25222,1
25223,0
25224,0
25225,0
25226,0
25227,0
25228,1
25229,1
25230,0
25231,1
25232,0
25233,1
25234,0
25235,1
25236,0
25237,0
25238,0
25239,1
25240,1
25241,1
25242,1
25243,1
25244,1
25245,1
25246,1
25247,0
25248,1
25249,0
25250,0
25251,1
25252,1
25253,1
25254,1
25255,0
25256,0
25257,1
25258,1
25259,1
25260,0
25261,0
25262,1
25263,0
25264,0
25265,1
25266,0
25267,1
25268,1
25269,1
25270,1
25271,1
25272,0
25273,1
25274,1
25275,0
25276,1
25277,1
25278,0
25279,0
25280,1
25281,0
25282,1
25283,1
25284,1
25285,0
25286,0
25287,0
25288,1
25289,1
25290,1
25291,0
25292,1
25293,0
25294,1
25295,1
25296,0
25297,1
25298,1
25299,1
25300,0
25301,1
25302,0
25303,1
25304,1
25305,0
25306,0
25307,1
25308,1
25309,0
25310,1
25311,0
25312,0
25313,1
25314,1
25315,1
25316,1
25317,0
25318,0
25319,0
25320,0
25321,1
25322,0
25323,0
25324,0
25325,1
25326,1
25327,0
25328,1
25329,0
25330,0
25331,0
25332,0
25333,1
25334,1
25335,1
25336,0
25337,0
25338,0
25339,1
25340,1
25341,0
25342,0
25343,0
25344,0
25345,1
25346,1
25347,0
25348,1
25349,1
25350,0
25351,0
25352,1
25353,1
25354,1
25355,1
25356,1
25357,0
25358,1
25359,1
25360,1
25361,1
25362,1
25363,1
25364,0
25365,1
25366,0
25367,1
25368,0
25369,1
25370,1
25371,1
25372,1
25373,1
25374,0
25375,1
25376,1
25377,0
25378,0
25379,1
25380,1
25381,1
25382,0
25383,0
25384,0
25385,1
25386,1
25387,0
25388,1
25389,0
25390,0
25391,0
25392,1
25393,0
25394,1
25395,1
25396,0
25397,1
25398,1
25399,0
25400,0
25401,1
25402,1
25403,1
25404,0
25405,0
25406,0
25407,0
25408,0
25409,0
25410,1
25411,1
25412,1
25413,1
25414,1
25415,0
25416,0
25417,0
25418,1
25419,1
25420,1
25421,0
25422,1
25423,1
25424,0
25425,1
25426,0
25427,1
25428,1
25429,0
25430,1
25431,0
25432,0
25433,1
25434,0
25435,1
25436,1
25437,0
25438,0
25439,1
25440,0
25441,0
25442,0
25443,1
25444,1
25445,1
25446,1
25447,0
25448,1
25449,1
25450,0
25451,0
25452,1
25453,1
25454,1
25455,0
25456,0
25457,0
25458,0
25459,0
25460,1
25461,1
25462,0
25463,0
25464,1
25465,0
25466,0
25467,0
25468,1
25469,0
25470,0
25471,0
25472,1
25473,0
25474,1
25475,1
25476,1
25477,1
25478,0
25479,0
25480,1
25481,1
25482,0
25483,0
25484,1
25485,1
25486,0
25487,0
25488,1
25489,1
25490,0
25491,0
25492,0
25493,0
25494,0
25495,1
25496,0
25497,1
25498,0
25499,1
25500,0
25501,0
25502,0
25503,1
25504,0
25505,0
25506,0
25507,0
25508,0
25509,1
25510,1
25511,0
25512,0
25513,0
25514,0
25515,0
25516,0
25517,0
25518,0
25519,0
25520,1
25521,0
25522,0
25523,1
25524,1
25525,0
25526,0
25527,0
25528,1
25529,0
25530,1
25531,1
25532,1
25533,1
25534,1
25535,0
25536,0
25537,1
25538,0
25539,0
25540,0
25541,1
25542,0
25543,1
25544,1
25545,0
25546,0
25547,1
25548,1
25549,1
25550,1
25551,0
25552,0
25553,0
25554,1
25555,0
25556,0
25557,1
25558,1
25559,1
25560,0
25561,0
25562,1
25563,0
25564,0
25565,1
25566,1
25567,0
25568,1
25569,1
25570,1
25571,1
25572,1
25573,1
25574,0
25575,0
25576,1
25577,1
25578,1
25579,0
25580,1
25581,0
25582,0
25583,1
25584,1
25585,0
25586,1
25587,0
25588,0
25589,1
25590,0
25591,1
25592,1
25593,1
25594,1
25595,0
25596,0
25597,1
25598,0
25599,1
25600,0
25601,0
25602,1
25603,0
25604,0
25605,0
25606,1
25607,1
25608,0
25609,1
25610,0
25611,1
25612,0
25613,0
25614,0
25615,0
25616,0
25617,0
25618,1
25619,0
25620,0
25621,0
25622,0
25623,0
25624,0
25625,0
25626,1
25627,0
25628,1
25629,1
25630,0
25631,1
25632,0
25633,1
25634,0
25635,0
25636,0
25637,1
25638,0
25639,0
25640,1
25641,0
25642,0
25643,1
25644,1
25645,1
25646,1
25647,0
25648,0
25649,0
25650,0
25651,1
25652,1
25653,0
25654,1
25655,0
25656,1
25657,0
25658,0
25659,1
25660,1
25661,0
25662,0
25663,1
25664,1
25665,1
25666,1
25667,1
25668,1
25669,0
25670,0
25671,0
25672,1
25673,1
25674,0
25675,1
25676,1
25677,1
25678,0
25679,0
25680,0
25681,1
25682,0
25683,1
25684,1
25685,1
25686,1
25687,0
25688,0
25689,1
25690,0
25691,0
25692,0
25693,0
25694,1
25695,0
25696,1
25697,1
25698,0
25699,0
25700,0
25701,1
25702,0
25703,0
25704,0
25705,0
25706,1
25707,1
25708,1
25709,0
25710,0
25711,0
25712,1
25713,1
25714,0
25715,1
25716,0
25717,0
25718,1
25719,1
25720,0
25721,1
25722,0
25723,1
25724,0
25725,0
25726,0
25727,0
25728,0
25729,0
25730,1
25731,1
25732,0
25733,1
25734,1
25735,1
25736,1
25737,1
25738,1
25739,1
25740,1
25741,0
25742,0
25743,0
25744,1
25745,0
25746,1
25747,0
25748,1
25749,0
25750,1
25751,0
25752,1
25753,1
25754,0
25755,1
25756,1
25757,0
25758,1
25759,1
25760,1
25761,1
25762,1
25763,0
25764,1
25765,1
25766,0
25767,0
25768,1
25769,0
25770,1
25771,0
25772,0
25773,1
25774,0
25775,0
25776,0
25777,1
25778,0
25779,1
25780,0
25781,0
25782,0
25783,1
25784,1
25785,0
25786,1
25787,1
25788,0
25789,0
25790,1
25791,1
25792,1
25793,1
25794,0
25795,1
25796,0
25797,1
25798,1
25799,0
25800,0
25801,1
25802,0
25803,1
25804,0
25805,0
25806,1
25807,1
25808,1
25809,1
25810,0
25811,0
25812,0
25813,0
25814,1
25815,0
25816,0
25817,1
25818,1
25819,0
25820,0
25821,1
25822,0
25823,0
25824,0
25825,1
25826,1
25827,0
25828,0
25829,1
25830,1
25831,1
25832,0
25833,0
25834,0
25835,1
25836,0
25837,0
25838,0
25839,0
25840,0
25841,1
25842,0
25843,1
25844,0
25845,0
25846,1
25847,0
25848,1
25849,0
25850,0
25851,0
25852,0
25853,0
25854,1
25855,0
25856,0
25857,0
25858,0
25859,1
25860,0
25861,1
25862,0
25863,0
25864,0
25865,1
25866,0
25867,1
25868,1
25869,0
25870,0
25871,0
25872,1
25873,1
25874,0
25875,0
25876,0
25877,1
25878,1
25879,1
25880,1
25881,0
25882,1
25883,1
25884,0
25885,0
25886,1
25887,0
25888,1
25889,0
25890,1
25891,0
25892,1
25893,1
25894,0
25895,1
25896,0
25897,0
25898,0
25899,0
25900,1
25901,0
25902,0
25903,0
25904,0
25905,0
25906,0
25907,0
25908,1
25909,1
25910,0
25911,0
25912,0
25913,1
25914,0
25915,0
25916,0
25917,1
25918,0
25919,1
25920,1
25921,0
25922,0
25923,0
25924,1
25925,1
25926,1
25927,1
25928,1
25929,0
25930,1
25931,0
25932,1
25933,0
25934,0
25935,1
25936,1
25937,0
25938,0
25939,0
25940,1
25941,1
25942,1
25943,1
25944,1
25945,0
25946,0
25947,1
25948,0
25949,1
25950,1
25951,1
25952,0
25953,0
25954,0
25955,1
25956,0
25957,1
25958,0
25959,1
25960,1
25961,1
25962,0
25963,0
25964,0
25965,0
25966,0
25967,0
25968,0
25969,0
25970,0
25971,1
25972,1
25973,0
25974,1
25975,0
25976,1
25977,1
25978,1
25979,0
25980,0
25981,0
25982,0
25983,1
25984,1
25985,1
25986,1
25987,1
25988,0
25989,0
25990,0
25991,0
25992,0
25993,0
25994,0
25995,0
25996,1
25997,1
25998,1
25999,1
26000,0
26001,0
26002,0
26003,0
26004,1
26005,0
26006,1
26007,1
26008,1
26009,1
26010,0
26011,0
26012,0
26013,1
26014,1
26015,0
26016,1
26017,1
26018,0
26019,0
26020,1
26021,0
26022,0
26023,0
26024,1
26025,0
26026,0
26027,1
26028,1
26029,1
26030,1
26031,1
26032,1
26033,0
26034,0
26035,0
26036,0
26037,1
26038,1
26039,0
26040,0
26041,1
26042,0
26043,0
26044,0
26045,1
26046,1
26047,0
26048,0
26049,1
26050,1
26051,0
26052,0
26053,1
26054,0
26055,1
26056,1
26057,0
26058,1
26059,1
26060,0
26061,1
26062,1
26063,0
26064,0
26065,0
26066,0
26067,1
26068,1
26069,0
26070,1
26071,1
26072,0
26073,1
26074,0
26075,1
26076,1
26077,1
26078,0
26079,1
26080,1
26081,1
26082,0
26083,0
26084,0
26085,0
26086,0
26087,1
26088,1
26089,0
26090,0
26091,1
26092,1
26093,1
26094,0
26095,1
26096,1
26097,1
26098,1
26099,1
26100,1
26101,1
26102,0
26103,0
26104,0
26105,0
26106,0
26107,1
26108,1
26109,0
26110,1
26111,1
26112,0
26113,1
26114,1
26115,0
26116,1
26117,0
26118,1
26119,0
26120,1
26121,1
26122,0
26123,1
26124,1
26125,0
26126,1
26127,1
26128,1
26129,1
26130,1
26131,0
26132,1
26133,0
26134,0
26135,0
26136,0
26137,1
26138,1
26139,0
26140,0
26141,0
26142,0
26143,0
26144,0
26145,1
26146,0
26147,1
26148,1
26149,0
26150,0
26151,0
26152,1
26153,0
26154,0
26155,0
26156,0
26157,1
26158,0
26159,0
26160,0
26161,0
26162,1
26163,1
26164,0
26165,1
26166,0
26167,1
26168,0
26169,1
26170,1
26171,1
26172,0
26173,0
26174,1
26175,1
26176,1
26177,0
26178,0
26179,0
26180,1
26181,1
26182,1
26183,1
26184,0
26185,0
26186,1
26187,1
26188,0
26189,0
26190,0
26191,1
26192,1
26193,1
26194,0
26195,1
26196,1
26197,0
26198,0
26199,1
26200,0
26201,0
26202,1
26203,0
26204,1
26205,1
26206,0
26207,0
26208,0
26209,1
26210,0
26211,1
26212,0
26213,1
26214,0
26215,1
26216,0
26217,1
26218,1
26219,1
26220,1
26221,0
26222,1
26223,0
26224,0
26225,1
26226,0
26227,1
26228,1
26229,1
26230,1
26231,1
26232,0
26233,1
26234,0
26235,1
26236,0
26237,0
26238,1
26239,1
26240,0
26241,1
26242,1
26243,1
26244,0
26245,1
26246,1
26247,0
26248,1
26249,0
26250,0
26251,0
26252,0
26253,0
26254,1
26255,0
26256,1
26257,1
26258,1
26259,1
26260,1
26261,1
26262,1
26263,0
26264,1
26265,1
26266,0
26267,1
26268,1
26269,0
26270,0
26271,0
26272,1
26273,1
26274,1
26275,1
26276,0
26277,0
26278,0
26279,1
26280,1
26281,1
26282,0
26283,0
26284,1
26285,0
26286,0
26287,1
26288,0
26289,1
26290,1
26291,0
26292,1
26293,1
26294,1
26295,0
26296,0
26297,0
26298,0
26299,1
26300,1
26301,0
26302,0
26303,1
26304,1
26305,1
26306,0
26307,0
26308,0
26309,1
26310,0
26311,1
26312,1
26313,1
26314,1
26315,0
26316,1
26317,1
26318,0
26319,1
26320,0
26321,1
26322,0
26323,0
26324,1
26325,1
26326,1
26327,1
26328,0
26329,1
26330,1
26331,0
26332,0
26333,0
26334,0
26335,0
26336,0
26337,0
26338,0
26339,0
26340,1
26341,0
26342,0
26343,0
26344,0
26345,1
26346,0
26347,0
26348,1
26349,0
26350,0
26351,0
26352,0
26353,1
26354,0
26355,1
26356,1
26357,0
26358,0
26359,1
26360,1
26361,1
26362,1
26363,0
26364,0
26365,1
26366,0
26367,1
26368,1
26369,0
26370,1
26371,0
26372,0
26373,0
26374,0
26375,1
26376,0
26377,0
26378,0
26379,0
26380,0
26381,0
26382,1
26383,1
26384,0
26385,1
26386,0
26387,1
26388,1
26389,1
26390,0
26391,0
26392,0
26393,1
26394,1
26395,1
26396,0
26397,0
26398,1
26399,1
26400,1
26401,0
26402,0
26403,1
26404,0
26405,0
26406,0
26407,0
26408,0
26409,0
26410,1
26411,1
26412,1
26413,0
26414,0
26415,1
26416,1
26417,0
26418,0
26419,0
26420,0
26421,0
26422,0
26423,0
26424,1
26425,1
26426,0
26427,0
26428,1
26429,1
26430,1
26431,0
26432,1
26433,0
26434,1
26435,1
26436,0
26437,0
26438,0
26439,1
26440,1
26441,1
26442,1
26443,0
26444,1
26445,0
26446,1
26447,0
26448,0
26449,0
26450,0
26451,1
26452,0
26453,0
26454,1
26455,0
26456,1
26457,1
26458,1
26459,0
26460,1
26461,1
26462,1
26463,0
26464,0
26465,0
26466,0
26467,1
26468,0
26469,0
26470,0
26471,1
26472,1
26473,0
26474,1
26475,0
26476,0
26477,0
26478,0
26479,0
26480,1
26481,0
26482,0
26483,0
26484,0
26485,0
26486,1
26487,0
26488,1
26489,1
26490,1
26491,0
26492,0
26493,1
26494,0
26495,0
26496,1
26497,1
26498,0
26499,0
26500,1
26501,1
26502,1
26503,1
26504,1
26505,0
26506,0
26507,1
26508,0
26509,1
26510,0
26511,0
26512,1
26513,1
26514,0
26515,0
26516,1
26517,1
26518,1
26519,1
26520,1
26521,0
26522,1
26523,0
26524,0
26525,1
26526,0
26527,0
26528,1
26529,1
26530,0
26531,0
26532,0
26533,0
26534,1
26535,1
26536,1
26537,1
26538,1
26539,1
26540,1
26541,0
26542,1
26543,0
26544,0
26545,1
26546,0
26547,0
26548,0
26549,1
26550,0
26551,0
26552,0
26553,1
26554,0
26555,0
26556,1
26557,1
26558,0
26559,0
26560,1
26561,1
26562,1
26563,0
26564,0
26565,0
26566,0
26567,0
26568,0
26569,0
26570,1
26571,0
26572,1
26573,0
26574,0
26575,0
26576,1
26577,1
26578,1
26579,1
26580,1
26581,0
26582,1
26583,1
26584,0
26585,1
26586,0
26587,1
26588,1
26589,0
26590,1
26591,1
26592,0
26593,1
26594,1
26595,1
26596,0
26597,1
26598,1
26599,0
26600,0
26601,0
26602,0
26603,0
26604,0
26605,0
26606,1
26607,1
26608,0
26609,0
26610,0
26611,1
26612,1
26613,1
26614,0
26615,0
26616,0
26617,0
26618,1
26619,1
26620,1
26621,0
26622,0
26623,0
26624,0
26625,0
26626,1
26627,0
26628,1
26629,0
26630,1
26631,1
26632,0
26633,1
26634,0
26635,0
26636,1
26637,1
26638,1
26639,0
26640,0
26641,0
26642,0
26643,1
26644,0
26645,1
26646,1
26647,1
26648,1
26649,0
26650,0
26651,1
26652,1
26653,0
26654,0
26655,1
26656,1
26657,1
26658,1
26659,0
26660,0
26661,1
26662,1
26663,1
26664,1
26665,1
26666,0
26667,1
26668,1
26669,0
26670,1
26671,1
26672,1
26673,1
26674,1
26675,0
26676,1
26677,0
26678,1
26679,0
26680,1
26681,1
26682,1
26683,0
26684,1
26685,0
26686,0
26687,1
26688,0
26689,1
26690,1
26691,0
26692,0
26693,1
26694,0
26695,0
26696,1
26697,1
26698,0
26699,1
26700,0
26701,1
26702,0
26703,0
26704,0
26705,0
26706,1
26707,0
26708,0
26709,1
26710,0
26711,1
26712,1
26713,1
26714,1
26715,0
26716,0
26717,0
26718,1
26719,1
26720,0
26721,1
26722,0
26723,0
26724,0
26725,1
26726,0
26727,1
26728,0
26729,1
26730,1
26731,1
26732,0
26733,1
26734,0
26735,1
26736,1
26737,0
26738,0
26739,0
26740,1
26741,0
26742,1
26743,0
26744,0
26745,0
26746,1
26747,0
26748,1
26749,0
26750,0
26751,0
26752,0
26753,0
26754,1
26755,1
26756,0
26757,0
26758,1
26759,1
26760,1
26761,1
26762,1
26763,1
26764,1
26765,0
26766,0
26767,1
26768,1
