,value
9308,1
9309,1
9310,1
9311,1
9312,1
9313,1
9314,0
9315,0
9316,1
9317,0
9318,0
9319,0
9320,1
9321,1
9322,1
9323,1
9324,0
9325,0
9326,0
9327,0
9328,1
9329,0
9330,0
9331,0
9332,0
9333,0
9334,0
9335,0
9336,0
9337,0
9338,0
9339,0
9340,1
9341,0
9342,0
9343,0
9344,1
9345,1
9346,1
9347,1
9348,1
9349,1
9350,0
9351,1
9352,1
9353,0
9354,1
9355,0
9356,0
9357,1
9358,0
9359,1
9360,1
9361,0
9362,1
9363,0
9364,0
9365,0
9366,0
9367,0
9368,1
9369,0
9370,0
9371,0
9372,1
9373,0
9374,0
9375,0
9376,1
9377,1
9378,0
9379,0
9380,1
9381,1
9382,0
9383,1
9384,0
9385,1
9386,0
9387,0
9388,0
9389,1
9390,0
9391,0
9392,0
9393,1
9394,1
9395,1
9396,0
9397,0
9398,1
9399,0
9400,0
9401,1
9402,0
9403,0
9404,0
9405,1
9406,1
9407,1
9408,1
9409,1
9410,0
9411,0
9412,0
9413,1
9414,0
9415,1
9416,0
9417,1
9418,0
9419,1
9420,0
9421,0
9422,1
9423,0
9424,1
9425,1
9426,0
9427,0
9428,0
9429,0
9430,0
9431,0
9432,0
9433,0
9434,1
9435,0
9436,1
9437,0
9438,1
9439,0
9440,0
9441,1
9442,0
9443,1
9444,1
9445,1
9446,1
9447,0
9448,1
9449,1
9450,0
9451,1
9452,0
9453,1
9454,1
9455,1
9456,1
9457,0
9458,1
9459,0
9460,0
9461,0
9462,1
9463,0
9464,0
9465,0
9466,0
9467,1
9468,0
9469,1
9470,0
9471,0
9472,1
9473,0
9474,1
9475,1
9476,0
9477,1
9478,0
9479,1
9480,1
9481,0
9482,0
9483,0
9484,1
9485,0
9486,0
9487,0
9488,1
9489,0
9490,1
9491,0
9492,0
9493,1
9494,1
9495,1
9496,1
9497,0
9498,0
9499,1
9500,0
9501,1
9502,1
9503,1
9504,1
9505,1
9506,1
9507,0
9508,1
9509,1
9510,0
9511,0
9512,1
9513,0
9514,0
9515,1
9516,0
9517,0
9518,0
9519,1
9520,1
9521,0
9522,0
9523,1
9524,1
9525,1
9526,1
9527,1
9528,1
9529,0
9530,1
9531,0
9532,0
9533,0
9534,0
9535,1
9536,1
9537,1
9538,1
9539,1
9540,1
9541,1
9542,0
9543,1
9544,0
9545,1
9546,0
9547,0
9548,0
9549,0
9550,1
9551,1
9552,0
9553,1
9554,0
9555,0
9556,1
9557,1
9558,0
9559,0
9560,0
9561,1
9562,0
9563,1
9564,0
9565,0
9566,0
9567,0
9568,0
9569,1
9570,1
9571,0
9572,1
9573,1
9574,1
9575,1
9576,0
9577,0
9578,1
9579,1
9580,1
9581,1
9582,0
9583,0
9584,1
9585,0
9586,1
9587,1
9588,0
9589,0
9590,1
9591,1
9592,0
9593,0
9594,1
9595,0
9596,1
9597,1
9598,1
9599,0
9600,0
9601,1
9602,1
9603,0
9604,0
9605,1
9606,1
9607,0
9608,0
9609,1
9610,0
9611,0
9612,0
9613,0
9614,1
9615,0
9616,0
9617,0
9618,1
9619,0
9620,0
9621,1
9622,0
9623,0
9624,1
9625,1
9626,1
9627,1
9628,0
9629,1
9630,0
9631,0
9632,0
9633,1
9634,1
9635,0
9636,1
9637,1
9638,1
9639,1
9640,0
9641,1
9642,0
9643,1
9644,0
9645,0
9646,0
9647,1
9648,1
9649,0
9650,1
9651,0
9652,0
9653,1
9654,0
9655,0
9656,1
9657,0
9658,1
9659,1
9660,1
9661,0
9662,1
9663,1
9664,1
9665,1
9666,0
9667,0
9668,0
9669,0
9670,1
9671,0
9672,1
9673,0
9674,1
9675,1
9676,1
9677,0
9678,1
9679,0
9680,0
9681,1
9682,1
9683,0
9684,1
9685,0
9686,0
9687,1
9688,0
9689,0
9690,1
9691,0
9692,0
9693,0
9694,1
9695,1
9696,0
9697,1
9698,0
9699,1
9700,0
9701,1
9702,0
9703,1
9704,0
9705,0
9706,1
9707,0
9708,1
9709,0
9710,1
9711,1
9712,1
9713,1
9714,0
9715,1
9716,1
9717,0
9718,0
9719,0
9720,0
9721,0
9722,0
9723,0
9724,1
9725,1
9726,1
9727,0
9728,1
9729,0
9730,1
9731,1
9732,0
9733,0
9734,0
9735,0
9736,1
9737,0
9738,1
9739,0
9740,1
9741,0
9742,1
9743,0
9744,0
9745,0
9746,0
9747,1
9748,0
9749,1
9750,0
9751,0
9752,1
9753,0
9754,1
9755,0
9756,0
9757,0
9758,1
9759,0
9760,0
9761,1
9762,0
9763,0
9764,0
9765,0
9766,0
9767,0
9768,0
9769,1
9770,0
9771,0
9772,0
9773,1
9774,1
9775,1
9776,0
9777,0
9778,0
9779,0
9780,1
9781,1
9782,1
9783,0
9784,0
9785,1
9786,0
9787,1
9788,1
9789,0
9790,1
9791,1
9792,0
9793,0
9794,1
9795,1
9796,0
9797,0
9798,0
9799,0
9800,0
9801,1
9802,1
9803,0
9804,0
9805,0
9806,0
9807,0
9808,0
9809,0
9810,1
9811,1
9812,0
9813,0
9814,1
9815,1
9816,1
9817,0
9818,0
9819,0
9820,0
9821,1
9822,1
9823,1
9824,1
9825,1
9826,0
9827,0
9828,0
9829,1
9830,0
9831,1
9832,0
9833,0
9834,1
9835,0
9836,1
9837,0
9838,0
9839,1
9840,0
9841,0
9842,0
9843,1
9844,0
9845,0
9846,1
9847,1
9848,0
9849,1
9850,1
9851,1
9852,1
9853,1
9854,0
9855,0
9856,1
9857,1
9858,1
9859,1
9860,1
9861,1
9862,0
9863,0
9864,1
9865,0
9866,1
9867,0
9868,1
9869,0
9870,0
9871,1
9872,0
9873,1
9874,0
9875,0
9876,1
9877,1
9878,1
9879,0
9880,0
9881,1
9882,1
9883,0
9884,0
9885,0
9886,0
9887,0
9888,1
9889,1
9890,1
9891,0
9892,1
9893,0
9894,0
9895,0
9896,1
9897,0
9898,0
9899,1
9900,1
9901,0
9902,1
9903,1
9904,0
9905,0
9906,1
9907,1
9908,0
9909,0
9910,0
9911,1
9912,0
9913,0
9914,1
9915,1
9916,0
9917,1
9918,0
9919,0
9920,0
9921,1
9922,0
9923,0
9924,1
9925,0
9926,1
9927,0
9928,0
9929,1
9930,0
9931,1
9932,0
9933,0
9934,1
9935,1
9936,1
9937,0
9938,0
9939,0
9940,0
9941,1
9942,0
9943,1
9944,1
9945,1
9946,0
9947,0
9948,1
9949,0
9950,1
9951,1
9952,0
9953,0
9954,0
9955,0
9956,1
9957,0
9958,0
9959,0
9960,0
9961,0
9962,1
9963,1
9964,1
9965,0
9966,1
9967,1
9968,0
9969,1
9970,1
9971,0
9972,1
9973,0
9974,1
9975,0
9976,0
9977,1
9978,0
9979,0
9980,0
9981,1
9982,0
9983,1
9984,1
9985,1
9986,0
9987,0
9988,1
9989,0
9990,1
9991,0
9992,0
9993,1
9994,1
9995,0
9996,0
9997,0
9998,1
9999,0
10000,1
10001,0
10002,0
10003,1
10004,0
10005,1
10006,1
10007,0
10008,0
10009,1
10010,0
10011,1
10012,1
10013,1
10014,0
10015,0
10016,1
10017,0
10018,0
10019,0
10020,1
10021,1
10022,1
10023,0
10024,0
10025,0
10026,1
10027,1
10028,1
10029,0
10030,0
10031,0
10032,0
10033,0
10034,0
10035,0
10036,0
10037,0
10038,1
10039,1
10040,1
10041,1
10042,0
10043,1
10044,1
10045,1
10046,0
10047,0
10048,0
10049,0
10050,0
10051,0
10052,0
10053,0
10054,0
10055,0
10056,1
10057,0
10058,0
10059,1
10060,0
10061,0
10062,0
10063,0
10064,1
10065,1
10066,0
10067,1
10068,1
10069,0
10070,0
10071,1
10072,0
10073,1
10074,1
10075,1
10076,1
10077,1
10078,1
10079,1
10080,0
10081,1
10082,1
10083,0
10084,0
10085,0
10086,0
10087,1
10088,1
10089,1
10090,0
10091,1
10092,0
10093,0
10094,0
10095,1
10096,1
10097,1
10098,1
10099,1
10100,0
10101,1
10102,1
10103,1
10104,1
10105,0
10106,1
10107,1
10108,1
10109,1
10110,1
10111,1
10112,1
10113,1
10114,0
10115,0
10116,0
10117,0
10118,1
10119,0
10120,0
10121,0
10122,0
10123,1
10124,0
10125,0
10126,0
10127,1
10128,0
10129,0
10130,0
10131,0
10132,0
10133,0
10134,1
10135,0
10136,1
10137,0
10138,0
10139,1
10140,1
10141,0
10142,1
10143,0
10144,0
10145,0
10146,1
10147,0
10148,0
10149,1
10150,1
10151,1
10152,1
10153,0
10154,0
10155,0
10156,1
10157,0
10158,0
10159,1
10160,1
10161,1
10162,0
10163,0
10164,0
10165,0
10166,1
10167,1
10168,1
10169,1
10170,1
10171,0
10172,0
10173,1
10174,0
10175,1
10176,1
10177,0
10178,1
10179,0
10180,1
10181,0
10182,0
10183,0
10184,0
10185,1
10186,0
10187,0
10188,0
10189,0
10190,1
10191,1
10192,0
10193,0
10194,1
10195,0
10196,0
10197,0
10198,1
10199,1
10200,0
10201,0
10202,1
10203,1
10204,1
10205,0
10206,0
10207,1
10208,1
10209,0
10210,1
10211,0
10212,1
10213,1
10214,1
10215,1
10216,1
10217,0
10218,0
10219,1
10220,1
10221,0
10222,0
10223,1
10224,1
10225,1
10226,0
10227,1
10228,1
10229,0
10230,0
10231,0
10232,0
10233,0
10234,1
10235,1
10236,0
10237,0
10238,1
10239,1
10240,1
10241,0
10242,1
10243,0
10244,0
10245,1
10246,1
10247,1
10248,0
10249,0
10250,1
10251,1
10252,0
10253,0
10254,0
10255,1
10256,0
10257,1
10258,1
10259,0
10260,1
10261,1
10262,0
10263,0
10264,0
10265,0
10266,1
10267,1
10268,1
10269,1
10270,0
10271,0
10272,0
10273,0
10274,0
10275,0
10276,1
10277,1
10278,0
10279,1
10280,0
10281,0
10282,1
10283,1
10284,1
10285,0
10286,0
10287,1
10288,0
10289,1
10290,1
10291,1
10292,1
10293,1
10294,0
10295,0
10296,1
10297,1
10298,1
10299,1
10300,0
10301,0
10302,0
10303,0
10304,1
10305,1
10306,0
10307,1
10308,0
10309,0
10310,0
10311,1
10312,1
10313,0
10314,1
10315,0
10316,1
10317,0
10318,1
10319,0
10320,1
10321,0
10322,0
10323,1
10324,1
10325,0
10326,1
10327,1
10328,0
10329,1
10330,1
10331,0
10332,1
10333,1
10334,1
10335,1
10336,0
10337,0
10338,0
10339,1
10340,1
10341,1
10342,0
10343,1
10344,0
10345,0
10346,1
10347,0
10348,1
10349,0
10350,0
10351,1
10352,1
10353,0
10354,1
10355,0
10356,0
10357,0
10358,0
10359,0
10360,0
10361,1
10362,1
10363,0
10364,1
10365,1
10366,1
10367,0
10368,0
10369,0
10370,0
10371,0
10372,1
10373,1
10374,1
10375,0
10376,0
10377,0
10378,0
10379,1
10380,1
10381,0
10382,0
10383,1
10384,1
10385,1
10386,0
10387,0
10388,1
10389,1
10390,0
10391,0
10392,0
10393,0
10394,1
10395,1
10396,0
10397,1
10398,1
10399,1
10400,0
10401,1
10402,0
10403,0
10404,0
10405,1
10406,0
10407,0
10408,1
10409,0
10410,1
10411,0
10412,0
10413,0
10414,0
10415,0
10416,1
10417,0
10418,0
10419,0
10420,1
10421,0
10422,0
10423,1
10424,0
10425,0
10426,1
10427,0
10428,1
10429,1
10430,0
10431,1
10432,0
10433,0
10434,1
10435,0
10436,0
10437,1
10438,0
10439,1
10440,1
10441,0
10442,0
10443,1
10444,0
10445,0
10446,1
10447,0
10448,0
10449,0
10450,1
10451,0
10452,0
10453,0
10454,1
10455,1
10456,1
10457,0
10458,0
10459,1
10460,1
10461,1
10462,0
10463,0
10464,0
10465,1
10466,1
10467,1
10468,1
10469,0
10470,0
10471,0
10472,0
10473,0
10474,0
10475,1
10476,0
10477,0
10478,0
10479,1
10480,0
10481,1
10482,0
10483,0
10484,0
10485,1
10486,0
10487,0
10488,0
10489,1
10490,0
10491,1
10492,0
10493,1
10494,0
10495,0
10496,0
10497,0
10498,1
10499,0
10500,1
10501,0
10502,0
10503,1
10504,0
10505,0
10506,1
10507,1
10508,1
10509,0
10510,1
10511,1
10512,0
10513,0
10514,0
10515,1
10516,0
10517,0
10518,1
10519,0
10520,0
10521,1
10522,1
10523,1
10524,1
10525,0
10526,1
10527,0
10528,0
10529,0
10530,1
10531,1
10532,1
10533,1
10534,1
10535,0
10536,0
10537,0
10538,1
10539,0
10540,1
10541,0
10542,0
10543,0
10544,0
10545,0
10546,0
10547,0
10548,1
10549,0
10550,0
10551,1
10552,1
10553,0
10554,0
10555,0
10556,0
10557,1
10558,0
10559,1
10560,0
10561,1
10562,0
10563,1
10564,0
10565,1
10566,1
10567,1
10568,0
10569,1
10570,1
10571,0
10572,0
10573,1
10574,0
10575,1
10576,0
10577,0
10578,0
10579,1
10580,1
10581,0
10582,1
10583,1
10584,0
10585,1
10586,0
10587,0
10588,1
10589,0
10590,1
10591,1
10592,1
10593,0
10594,1
10595,1
10596,1
10597,0
10598,0
10599,1
10600,1
10601,0
10602,0
10603,0
10604,0
10605,0
10606,1
10607,0
10608,1
10609,0
10610,1
10611,1
10612,1
10613,1
10614,0
10615,0
10616,1
10617,0
10618,1
10619,1
10620,1
10621,0
10622,0
10623,0
10624,0
10625,0
10626,0
10627,1
10628,0
10629,0
10630,1
10631,1
10632,0
10633,1
10634,1
10635,0
10636,0
10637,1
10638,1
10639,0
10640,1
10641,0
10642,0
10643,0
10644,1
10645,0
10646,0
10647,0
10648,0
10649,1
10650,0
10651,1
10652,0
10653,0
10654,0
10655,0
10656,1
10657,1
10658,0
10659,0
10660,1
10661,1
10662,1
10663,0
10664,0
10665,1
10666,0
10667,1
10668,1
10669,0
10670,1
10671,0
10672,1
10673,1
10674,1
10675,0
10676,1
10677,1
10678,1
10679,1
10680,1
10681,0
10682,1
10683,1
10684,0
10685,0
10686,1
10687,0
10688,0
10689,0
10690,0
10691,0
10692,0
10693,0
10694,1
10695,0
10696,0
10697,0
10698,0
10699,1
10700,0
10701,0
10702,1
10703,1
10704,0
10705,0
10706,1
10707,0
10708,1
10709,1
10710,0
10711,1
10712,0
10713,1
10714,0
10715,1
10716,0
10717,1
10718,1
10719,1
10720,1
10721,1
10722,1
10723,0
10724,1
10725,0
10726,0
10727,1
10728,0
10729,0
10730,1
10731,1
10732,1
10733,0
10734,0
10735,0
10736,0
10737,1
10738,1
10739,1
10740,0
10741,0
10742,0
10743,1
10744,1
10745,0
10746,1
10747,0
10748,0
10749,1
10750,0
10751,1
10752,0
10753,0
10754,0
10755,1
10756,1
10757,0
10758,1
10759,0
10760,0
10761,0
10762,0
10763,1
10764,1
10765,0
10766,0
10767,0
10768,0
10769,0
10770,0
10771,0
10772,0
10773,1
10774,1
10775,0
10776,1
10777,1
10778,0
10779,0
10780,0
10781,0
10782,0
10783,1
10784,1
10785,0
10786,0
10787,1
10788,0
10789,1
10790,0
10791,1
10792,0
10793,1
10794,0
10795,1
10796,1
10797,0
10798,1
10799,1
10800,1
10801,0
10802,0
10803,0
10804,0
10805,0
10806,0
10807,0
10808,1
10809,0
10810,0
10811,0
10812,1
10813,0
10814,1
10815,0
10816,1
10817,0
10818,0
10819,1
10820,0
10821,0
10822,0
10823,0
10824,0
10825,0
10826,0
10827,0
10828,0
10829,0
10830,0
10831,1
10832,0
10833,1
10834,1
10835,1
10836,1
10837,0
10838,0
10839,1
10840,0
10841,1
10842,0
10843,1
10844,1
10845,0
10846,1
10847,0
10848,1
10849,0
10850,0
10851,0
10852,1
10853,0
10854,1
10855,0
10856,0
10857,0
10858,0
10859,0
10860,1
10861,1
10862,0
10863,1
10864,1
10865,1
10866,0
10867,1
10868,0
10869,0
10870,1
10871,1
10872,1
10873,0
10874,0
10875,0
10876,1
10877,0
10878,0
10879,1
10880,0
10881,0
10882,1
10883,0
10884,1
10885,0
10886,1
10887,1
10888,0
10889,1
10890,0
10891,0
10892,1
10893,0
10894,1
10895,0
10896,0
10897,0
10898,1
10899,0
10900,1
10901,1
10902,0
10903,0
10904,0
10905,0
10906,0
10907,1
10908,1
10909,0
10910,1
10911,1
10912,0
10913,1
10914,1
10915,1
10916,0
10917,0
10918,0
10919,1
10920,0
10921,0
10922,0
10923,1
10924,1
10925,1
10926,0
10927,0
10928,1
10929,0
10930,1
10931,0
10932,1
10933,1
10934,1
10935,1
10936,0
10937,0
10938,0
10939,0
10940,0
10941,1
10942,0
10943,0
10944,0
10945,0
10946,1
10947,0
10948,0
10949,0
10950,0
10951,0
10952,1
10953,0
10954,0
10955,0
10956,1
10957,0
10958,0
10959,0
10960,1
10961,1
10962,0
10963,0
10964,0
10965,1
10966,0
10967,0
10968,0
10969,0
10970,0
10971,1
10972,1
10973,1
10974,1
10975,0
10976,0
10977,1
10978,1
10979,1
10980,1
10981,0
10982,1
10983,0
10984,0
10985,0
10986,0
10987,1
10988,1
10989,0
10990,1
10991,1
10992,0
10993,0
10994,1
10995,0
10996,1
10997,1
10998,0
10999,1
11000,1
11001,1
11002,0
11003,1
11004,0
11005,0
11006,0
11007,0
11008,1
11009,1
11010,1
11011,1
11012,1
11013,0
11014,0
11015,0
11016,1
11017,1
11018,0
11019,0
11020,1
11021,0
11022,1
11023,1
11024,1
11025,1
11026,1
11027,0
11028,1
11029,1
11030,1
11031,1
11032,0
11033,1
11034,1
11035,0
11036,0
11037,0
11038,0
11039,1
11040,0
11041,0
11042,1
11043,0
11044,0
11045,1
11046,0
11047,1
11048,1
11049,0
11050,0
11051,0
11052,1
11053,1
11054,0
11055,0
11056,1
11057,1
11058,0
11059,0
11060,1
11061,0
11062,0
11063,0
11064,0
11065,0
11066,1
11067,1
11068,1
11069,0
11070,1
11071,0
11072,0
11073,0
11074,1
11075,0
11076,0
11077,1
11078,0
11079,0
11080,1
11081,0
11082,1
11083,0
11084,1
11085,0
11086,1
11087,1
11088,1
11089,1
11090,1
11091,0
11092,1
11093,0
11094,1
11095,1
11096,0
11097,1
11098,1
11099,1
11100,0
11101,0
11102,0
11103,1
11104,0
11105,0
11106,0
11107,0
11108,0
11109,1
11110,1
11111,0
11112,0
11113,0
11114,0
11115,0
11116,1
11117,0
11118,1
11119,1
11120,1
11121,1
11122,0
11123,0
11124,0
11125,1
11126,1
11127,1
11128,0
11129,1
11130,0
11131,0
11132,1
11133,0
11134,0
11135,1
11136,0
11137,0
11138,0
11139,1
11140,1
11141,0
11142,1
11143,0
11144,0
11145,1
11146,1
11147,1
11148,1
11149,0
11150,0
11151,0
11152,1
11153,0
11154,0
11155,0
11156,0
11157,1
11158,0
11159,0
11160,1
11161,0
11162,0
11163,0
11164,1
11165,1
11166,0
11167,1
11168,1
11169,1
11170,1
11171,1
11172,0
11173,0
11174,1
11175,1
11176,0
11177,0
11178,0
11179,0
11180,0
11181,1
11182,1
11183,1
11184,0
11185,0
11186,0
11187,1
11188,1
11189,0
11190,1
11191,0
11192,1
11193,1
11194,1
11195,0
11196,0
11197,0
11198,0
11199,0
11200,1
11201,0
11202,1
11203,1
11204,0
11205,1
11206,1
11207,0
11208,0
11209,1
11210,0
11211,0
11212,0
11213,0
11214,1
11215,0
11216,1
11217,0
11218,0
11219,0
11220,0
11221,0
11222,0
11223,0
11224,1
11225,0
11226,1
11227,0
11228,1
11229,1
11230,1
11231,0
11232,0
11233,1
11234,1
11235,0
11236,1
11237,1
11238,0
11239,0
11240,1
11241,0
11242,0
11243,0
11244,0
11245,0
11246,1
11247,1
11248,1
11249,0
11250,1
11251,1
11252,0
11253,0
11254,0
11255,1
11256,0
11257,1
11258,0
11259,1
11260,0
11261,0
11262,0
11263,1
11264,0
11265,1
11266,0
11267,0
11268,0
11269,1
11270,1
11271,1
11272,0
11273,0
11274,1
11275,1
11276,0
11277,1
11278,0
11279,1
11280,1
11281,1
11282,0
11283,1
11284,0
11285,1
11286,1
11287,0
11288,1
11289,1
11290,0
11291,0
11292,1
11293,0
11294,0
11295,1
11296,0
11297,1
11298,0
11299,0
11300,0
11301,1
11302,0
11303,0
11304,1
11305,0
11306,0
11307,0
11308,1
11309,0
11310,0
11311,1
11312,0
11313,1
11314,0
11315,1
11316,0
11317,0
11318,1
11319,1
11320,1
11321,0
11322,1
11323,0
11324,0
11325,1
11326,0
11327,0
11328,0
11329,0
11330,1
11331,0
11332,1
11333,1
11334,0
11335,1
11336,0
11337,1
11338,0
11339,0
11340,1
11341,0
11342,0
11343,0
11344,1
11345,1
11346,1
11347,0
11348,1
11349,0
11350,1
11351,1
11352,0
11353,0
11354,0
11355,0
11356,0
11357,0
11358,1
11359,0
11360,1
11361,1
11362,0
11363,0
11364,0
11365,0
11366,0
11367,0
11368,1
11369,1
11370,1
11371,0
11372,0
11373,0
11374,1
11375,0
11376,0
11377,0
11378,0
11379,1
11380,0
11381,0
11382,0
11383,1
11384,0
11385,0
11386,1
11387,0
11388,1
11389,0
11390,1
11391,1
11392,1
11393,1
11394,1
11395,1
11396,0
11397,1
11398,1
11399,1
11400,0
11401,1
11402,1
11403,1
11404,0
11405,1
11406,0
11407,1
11408,0
11409,1
11410,0
11411,1
11412,0
11413,1
11414,0
11415,1
11416,0
11417,1
11418,0
11419,0
11420,1
11421,1
11422,1
11423,1
11424,1
11425,0
11426,0
11427,0
11428,1
11429,1
11430,0
11431,1
11432,0
11433,0
11434,1
11435,0
11436,0
11437,1
11438,0
11439,0
11440,1
11441,0
11442,0
11443,0
11444,1
11445,1
11446,1
11447,0
11448,1
11449,0
11450,0
11451,0
11452,0
11453,1
11454,1
11455,1
11456,1
11457,0
11458,1
11459,0
11460,0
11461,1
11462,0
11463,0
11464,1
11465,0
11466,1
11467,0
11468,0
11469,1
11470,0
11471,1
11472,1
11473,0
11474,1
11475,1
11476,0
11477,0
11478,0
11479,0
11480,1
11481,1
11482,0
11483,1
11484,0
11485,1
11486,0
11487,0
11488,0
11489,0
11490,1
11491,1
11492,1
11493,1
11494,1
11495,1
11496,0
11497,1
11498,0
11499,1
11500,0
11501,0
11502,0
11503,0
11504,1
11505,1
11506,1
11507,1
11508,1
11509,0
11510,0
11511,1
11512,1
11513,1
11514,0
11515,0
11516,1
11517,0
11518,1
11519,0
11520,1
11521,0
11522,1
11523,0
11524,1
11525,0
11526,0
11527,1
11528,1
11529,0
11530,0
11531,0
11532,0
11533,0
11534,1
11535,1
11536,0
11537,0
11538,0
11539,1
11540,1
11541,0
11542,0
11543,1
11544,1
11545,1
11546,0
11547,1
11548,0
11549,1
11550,0
11551,1
11552,0
11553,1
11554,0
11555,1
11556,1
11557,0
11558,0
11559,0
11560,1
11561,0
11562,0
11563,0
11564,0
11565,0
11566,0
11567,0
11568,0
11569,0
11570,1
11571,0
11572,1
11573,0
11574,0
11575,1
11576,1
11577,0
11578,0
11579,1
11580,1
11581,1
11582,0
11583,1
11584,1
11585,0
11586,0
11587,0
11588,0
11589,0
11590,0
11591,1
11592,1
11593,0
11594,0
11595,1
11596,0
11597,1
11598,1
11599,0
11600,1
11601,1
11602,0
11603,0
11604,0
11605,0
11606,1
11607,0
11608,0
11609,1
11610,0
11611,1
11612,0
11613,1
11614,0
11615,0
11616,1
11617,1
11618,1
11619,1
11620,1
11621,0
11622,0
11623,1
11624,0
11625,0
11626,0
11627,0
11628,0
11629,0
11630,0
11631,0
11632,0
11633,0
11634,1
11635,0
11636,0
11637,1
11638,0
11639,1
11640,0
11641,1
11642,0
11643,0
11644,0
11645,1
11646,0
11647,0
11648,0
11649,1
11650,1
11651,0
11652,0
11653,1
11654,1
11655,0
11656,1
11657,1
11658,1
11659,0
11660,1
11661,1
11662,1
11663,1
11664,0
11665,0
11666,1
11667,0
11668,0
11669,1
11670,0
11671,1
11672,1
11673,1
11674,0
11675,0
11676,0
11677,1
11678,0
11679,0
11680,1
11681,0
11682,0
11683,0
11684,0
11685,1
11686,0
11687,0
11688,1
11689,1
11690,0
11691,1
11692,1
11693,0
11694,0
11695,0
11696,0
11697,0
11698,1
11699,0
11700,0
11701,0
11702,1
11703,1
11704,1
11705,0
11706,0
11707,0
11708,1
11709,0
11710,0
11711,1
11712,0
11713,0
11714,1
11715,0
11716,1
11717,0
11718,0
11719,0
11720,1
11721,0
11722,0
11723,0
11724,1
11725,0
11726,0
11727,1
11728,0
11729,0
11730,0
11731,0
11732,1
11733,1
11734,0
11735,0
11736,1
11737,0
11738,1
11739,0
11740,0
11741,0
11742,0
11743,0
11744,1
11745,0
11746,1
11747,0
11748,0
11749,0
11750,1
11751,0
11752,0
11753,0
11754,0
11755,1
11756,1
11757,0
11758,1
11759,0
11760,1
11761,0
11762,1
11763,0
11764,1
11765,1
11766,0
11767,0
11768,0
11769,1
11770,1
11771,0
11772,0
11773,0
11774,1
11775,0
11776,1
11777,1
11778,0
11779,0
11780,1
11781,0
11782,1
11783,1
11784,0
11785,0
11786,1
11787,1
11788,0
11789,0
11790,0
11791,1
11792,1
11793,1
11794,1
11795,0
11796,0
11797,1
11798,0
11799,0
11800,1
11801,0
11802,1
11803,0
11804,1
11805,0
11806,1
11807,0
11808,1
11809,0
11810,0
11811,1
11812,0
11813,0
11814,1
11815,0
11816,1
11817,1
11818,1
11819,1
11820,0
11821,1
11822,0
11823,1
11824,1
11825,1
11826,1
11827,0
11828,0
11829,0
11830,1
11831,0
11832,0
11833,0
11834,0
11835,0
11836,0
11837,0
11838,1
11839,0
11840,0
11841,0
11842,0
11843,1
11844,0
11845,0
11846,0
11847,1
11848,1
11849,1
11850,1
11851,1
11852,0
11853,0
11854,1
11855,0
11856,1
11857,1
11858,0
11859,0
11860,0
11861,0
11862,0
11863,0
11864,0
11865,0
11866,0
11867,1
11868,0
11869,1
11870,0
11871,0
11872,1
11873,0
11874,1
11875,0
11876,0
11877,1
11878,1
11879,1
11880,0
11881,1
11882,1
11883,1
11884,0
11885,0
11886,0
11887,0
11888,1
11889,1
11890,0
11891,0
11892,0
11893,0
11894,1
11895,0
11896,0
11897,0
11898,0
11899,0
11900,1
11901,0
11902,0
11903,1
11904,1
11905,0
11906,1
11907,0
11908,0
11909,0
11910,1
11911,0
11912,0
11913,1
11914,0
11915,0
11916,0
11917,0
11918,1
11919,0
11920,1
11921,1
11922,0
11923,0
11924,1
11925,0
11926,1
11927,0
11928,0
11929,1
11930,0
11931,0
11932,1
11933,1
11934,0
11935,0
11936,1
11937,0
11938,0
11939,1
11940,1
11941,1
11942,0
11943,0
11944,1
11945,1
11946,0
11947,0
11948,0
11949,1
11950,0
11951,0
11952,0
11953,0
11954,0
11955,0
11956,1
11957,0
11958,1
11959,0
11960,1
11961,0
11962,0
11963,0
11964,0
11965,1
11966,1
11967,1
11968,0
11969,0
11970,0
11971,1
11972,1
11973,0
11974,0
11975,1
11976,0
11977,1
11978,0
11979,0
11980,0
11981,1
11982,1
11983,1
11984,1
11985,0
11986,0
11987,1
11988,0
11989,1
11990,1
11991,1
11992,0
11993,1
11994,0
11995,0
11996,0
11997,1
11998,1
11999,1
12000,0
12001,0
12002,1
12003,0
12004,0
12005,0
12006,1
12007,0
12008,0
12009,0
12010,0
12011,1
12012,0
12013,0
12014,0
12015,1
12016,0
12017,1
12018,0
12019,0
12020,1
12021,0
12022,0
12023,0
12024,1
12025,1
12026,1
12027,0
12028,0
12029,1
12030,0
12031,1
12032,1
12033,0
12034,0
12035,0
12036,0
12037,1
12038,1
12039,0
12040,1
12041,0
12042,1
12043,0
12044,1
12045,1
12046,1
12047,0
12048,0
12049,1
12050,0
12051,1
12052,0
12053,0
12054,0
12055,1
12056,0
12057,0
12058,0
12059,1
12060,0
12061,1
12062,0
12063,0
12064,1
12065,1
12066,1
12067,1
12068,1
12069,1
12070,0
12071,1
12072,1
12073,0
12074,1
12075,1
12076,1
12077,1
12078,1
12079,1
12080,0
12081,1
12082,1
12083,0
12084,0
12085,0
12086,0
12087,0
12088,1
12089,0
12090,1
12091,1
12092,0
12093,1
12094,1
12095,0
12096,0
12097,1
12098,1
12099,1
12100,1
12101,1
12102,0
12103,0
12104,1
12105,0
12106,1
