,Seqs,True-Class0,True-Class1,True-Class2,True-Class3,Predicted-Class0,Predicted-Class1,Predicted-Class2,Predicted-Class3
103,"['GalNAc', 'b1-4', 'GalNAc', 'b1-3', 'Gal', 'b1-4', 'Gal', 'b1-3', 'GalNAc', '1-1', '1-1']",0.0,0.0,1.0,0.0,5.114030401411063e-13,0.0016063542570918798,0.9983935952186584,5.503039972494517e-13
104,"['Rha', 'a1-2', 'Rha', 'a1-3', 'Rha', 'b1-2', 'Rha', 'a1-3', 'Gal', '1-1', '1-1']",0.0,1.0,0.0,0.0,5.717809004046615e-10,0.9989452958106995,0.0010544577380642295,1.8007499136274419e-07
105,"['Xyl', 'a1-6', 'Glc', 'b1-4', 'Xyl', 'a1-6', 'Glc', 'b1-4', 'Glc-ol', '1-1', '1-1']",0.0,0.0,1.0,0.0,2.4453905567156653e-08,0.00027841320843435824,0.9997215867042542,9.20821374705838e-09
106,"['GalNAc', 'b1-3', 'Gal', 'b1-4', 'Fuc', 'a1-3', 'GlcNAc', 'b1-6', 'Gal', 'b1-3', 'GalNAc']",0.0,0.0,1.0,0.0,1.2209095844032043e-15,0.919915497303009,0.08008451759815216,3.012720932102364e-12
107,"['NeuNAc', 'a2-3', 'Gal', 'b1-4', 'Fuc', 'a1-3', 'GlcNAc', 'b1-2', 'Man', 'a1-3', 'NeuNAc']",0.0,0.0,1.0,0.0,1.4219402812887017e-16,5.922880882280879e-05,0.9999110698699951,2.9702950996579602e-05
108,"['Fuc', 'a1-2', 'Gal', 'b1-3', 'Gal', 'b1-4', 'GlcNAc', 'b1-6', 'GalNAc', '1-1', '1-1']",0.0,0.0,1.0,0.0,4.1550244080329306e-15,0.0016941716894507408,0.9983057975769043,1.4591839958555397e-09
109,"['Glc', 'b1-3', 'GalNAc', 'b1-4', 'Glc', 'a1-4', 'Glc', 'b1-3', 'GalNAc', 'b1-3', 'ManOP']",0.0,1.0,0.0,0.0,8.811557542377346e-15,0.9700217247009277,0.02997826784849167,9.136204075383903e-18
110,"['GlcOMeOPyr', 'b1-3', 'Rha', 'a1-5', '1dAlt-ol', '1-1', '1-1', '1-1', '1-1', '1-1', '1-1']",0.0,1.0,0.0,0.0,2.557141897341353e-06,0.9999722242355347,2.3688080545980483e-05,1.4964689398766495e-06
111,"['NeuNGc', 'a2-6', 'Gal', 'b1-4', 'GlcNAc', 'b1-2', 'Man', 'a1-3', 'NeuNGc', 'a2-6', 'Gal']",0.0,0.0,1.0,0.0,5.595848203619703e-15,1.45707542742457e-06,0.9999980926513672,4.811922735825647e-07
112,"['Man', 'a1-2', 'Man', 'a1-6', 'Man', 'a1-6', 'Man', 'a1-3', 'Man', 'a1-2', 'Man']",0.0,0.0,1.0,0.0,3.112207366817721e-11,0.00033974245889112353,0.9996587038040161,1.5993613260434358e-06
113,"['Man', 'b1-2', 'DDManHep', 'a1-3', 'Man', 'b1-4', 'DDManHep', 'a1-5', 'Kdo', 'a2-4', 'Kdo']",0.0,1.0,0.0,0.0,8.543989404863339e-10,1.0,8.415912411408044e-09,2.3638770940692666e-09
114,"['GlcOS', 'a1-2', 'GalOS', 'b1-4', 'Rha', 'a1-6', 'GlcOS', '1-1', '1-1', '1-1', '1-1']",0.0,1.0,0.0,0.0,6.779576011695099e-08,0.9981507658958435,0.0018490292131900787,3.684149874061404e-08
115,"['Man', 'a1-3', 'Man', 'a1-6', 'Man', 'a1-6', 'Man', 'a1-3', 'Man', 'b1-4', 'GlcNAc']",0.0,0.0,1.0,0.0,3.9926721651095676e-11,0.0019726064056158066,0.9978339076042175,0.00019351427908986807
116,"['Galf', 'b1-3', 'Man', 'a1-6', 'Man', '1-1', '1-1', '1-1', '1-1', '1-1', '1-1']",0.0,0.0,1.0,0.0,1.7929373541392124e-07,0.004496313631534576,0.9955033659934998,1.0015810403274372e-07
117,"['Man', 'a1-3', 'Man', 'a1-6', 'Man', 'a1-6', 'Man', 'a1-2', 'Man', 'a1-3', 'Man']",0.0,0.0,1.0,0.0,5.5136563717472775e-12,2.7689200578606687e-05,0.9999719858169556,3.6745919373970537e-07
118,"['Fuc', 'a1-3', 'Gal', 'b1-4', 'GlcNAc', 'b1-2', 'Man', 'a1-3', 'Gal', 'b1-4', 'GlcNAc']",0.0,0.0,1.0,0.0,1.1587551008270718e-16,7.032374469417846e-06,0.9999582767486572,3.466166162979789e-05
119,"['Gal', 'b1-3', 'GalNAc', 'a1-4', 'Gal', 'b1-3', 'GalNAc', 'a1-4', 'Gal', 'b1-3', 'GalNAc']",0.0,0.0,1.0,0.0,6.0480691635445005e-12,0.6172286868095398,0.382771372795105,1.8665589364939839e-13
120,"['GalOAc', 'b1-2', 'D-Rha', 'a1-4', 'GalOAc', 'a1-2', 'GlcA', 'a1-3', 'GalOAc', 'b1-6', 'Man']",0.0,1.0,0.0,0.0,4.3867201537928224e-11,0.9999821186065674,1.785184576874599e-05,3.93628435402249e-10
121,"['Xyl', 'b1-2', 'Rha', 'a1-3', 'GlcA', '1-1', '1-1', '1-1', '1-1', '1-1', '1-1']",0.0,0.0,1.0,0.0,1.1888157303019398e-07,0.0017988301115110517,0.9982000589370728,9.583741302776616e-07
122,"['GlcOP', 'a1-3', 'Fuc', 'a1-3', 'GlcNAc', 'b1-2', 'D-6dTal', 'a1-3', 'Fuc', '1-1', '1-1']",0.0,1.0,0.0,0.0,3.922620214757977e-11,0.9995055198669434,0.0004819477326236665,1.2489486834965646e-05
123,"['Glc', 'b1-2', 'Gal', 'b1-3', 'GlcA', '1-1', '1-1', '1-1', '1-1', '1-1', '1-1']",0.0,0.0,1.0,0.0,4.311822454639014e-09,0.27652648091316223,0.7234731316566467,4.071728767485183e-07
124,"['GalNAc', 'a1-3', 'Gal', 'b1-4', 'GlcNAc', 'b1-3', 'Gal', 'b1-4', 'Glc', 'b1-4', 'GlcNAc']",0.0,1.0,0.0,0.0,2.4390960171732923e-13,0.9262593984603882,0.07374061644077301,2.775971119639564e-10
125,"['Gal', 'a1-3', 'Gal', 'b1-4', 'GlcNAc', 'b1-2', 'Man', 'a1-6', 'Gal', 'b1-4', 'GlcNAc']",0.0,0.0,1.0,0.0,2.2763821992628558e-15,1.3989288163429592e-06,0.9989375472068787,0.0010610714089125395
126,"['GlcNAc', 'b1-2', 'D-FucNAc', 'b1-3', 'GlcNAc', 'a1-3', 'Thre-onic', '1-1', '1-1', '1-1', '1-1']",0.0,1.0,0.0,0.0,4.101449846416472e-08,0.9997312426567078,0.0002662179176695645,2.476109557392192e-06
127,"['LDManHep', 'a1-4', 'Glc', 'a1-2', 'Glc', 'a1-3', 'Gal', 'a1-6', 'Glc', 'a1-3', 'LDManHep']",0.0,1.0,0.0,0.0,4.5019275986138765e-14,1.0,2.312817315441862e-08,9.361764564518732e-14
128,"['GlcNMeOCm', 'b1-4', 'GlcNAc', 'b1-4', 'GlcNAc', 'b1-4', 'GlcNAc', 'b1-4', 'D-Araf', 'a1-6', 'GlcNAc']",0.0,1.0,0.0,0.0,1.9396269479443617e-08,0.9956068396568298,0.004388876259326935,4.264911240170477e-06
129,"['Man', 'a1-3', 'Man', 'a1-6', 'Xyl', 'b1-2', 'Man', 'b1-4', 'GlcNAc', 'b1-4', 'Fuc']",0.0,0.0,1.0,0.0,2.9650523843908344e-14,4.8219244490610436e-05,0.9999516010284424,1.4790229840855318e-07
130,"['Man', 'a1-6', 'Gal', 'a1-2', 'Man', 'a1-6', 'GalOPyr', 'b1-3', 'Gal', 'a1-2', 'Man']",0.0,0.0,1.0,0.0,6.512285827785236e-13,0.0005072851199656725,0.9994926452636719,1.021307062358534e-12
131,"['GalNAcOMe', 'a1-3', 'Fuc', 'a1-2', 'GalOS', 'b1-3', 'GlcNAc', 'b1-2', 'Man', 'a1-3', 'ManOMe']",0.0,0.0,1.0,0.0,1.7006315518146298e-13,0.00019985181279480457,0.9998001456260681,2.521024988766385e-08
132,"['NeuNAc', 'a2-3', 'Glc', 'a1-2', 'Glc', 'b1-3', 'GalNAc', 'b1-7', 'NeuNAc', '1-1', '1-1']",0.0,1.0,0.0,0.0,3.650437246353769e-16,0.99922776222229,0.0007722504669800401,3.1229191324935734e-13
133,"['Man', 'a1-2', 'Man', 'a1-3', 'Man', 'a1-2', 'Man', 'a1-6', 'Man', 'a1-6', 'Man']",0.0,0.0,1.0,0.0,1.7418354952836168e-11,2.873605581044103e-06,0.9999961853027344,9.602268846720108e-07
134,"['Fuc', 'a1-2', 'GalNAc', 'a1-3', 'Gal', 'b1-4', 'GlcNAc', 'b1-6', 'Gal', 'b1-3', 'GalNAc']",0.0,0.0,1.0,0.0,9.88465697639683e-14,0.29037153720855713,0.7096285223960876,3.000417275744738e-11
135,"['Gal', 'b1-4', 'GlcNAc', 'b1-2', 'Man', 'a1-3', 'Man', 'a1-6', 'Man', 'b1-4', 'GlcNAc']",0.0,0.0,1.0,0.0,3.243205481950895e-09,0.00020161649445071816,0.9966977834701538,0.0031006031204015017
136,"['Glc', 'b1-4', 'Glc', 'b1-4', 'Glc', 'b1-4', 'Glc', 'b1-4', 'Glc', 'b1-4', 'Glc']",0.0,0.0,1.0,0.0,1.378777415084187e-05,0.0008085418958216906,0.9991776347160339,1.151144457534059e-10
137,"['Glc', 'a1-4', 'ManNAcA', 'b1-4', 'ManNAcA', 'b1-6', 'Glc', 'a1-4', 'ManNAcA', 'b1-6', 'Glc']",0.0,1.0,0.0,0.0,6.765109028528116e-10,0.9995425939559937,0.0004574247286655009,4.0157911718186057e-11
138,"['GalNAc', 'a1-3', 'Gal', 'b1-3', 'GlcNAc', 'b1-3', 'Gal', 'b1-4', 'GlcNAc', 'b1-6', 'Gal']",0.0,0.0,1.0,0.0,5.984008590292217e-14,0.9250861406326294,0.0749138668179512,1.8904515453055382e-10
139,"['Araf', 'a1-2', 'Araf', 'a1-3', 'Xyl', 'b1-4', 'Xyl', 'b1-4', 'Xyl', 'b1-4', 'Xyl']",0.0,0.0,1.0,0.0,4.944368470205518e-09,4.949999947712058e-06,0.9999948740005493,1.6629536503387499e-07
140,"['Man', 'a1-3', 'Man', 'a1-6', 'Man', 'a1-6', 'Man', 'a1-3', 'Man', 'b1-4', 'GlcNAc']",0.0,0.0,1.0,0.0,3.9926721651095676e-11,0.0019726064056158066,0.9978339076042175,0.00019351427908986807
141,"['Man', 'a1-2', 'Man', 'a1-2', 'Man', 'a1-3', 'Man', 'a1-3', 'Man', 'a1-6', 'Man']",0.0,0.0,1.0,0.0,2.4656024444347224e-10,0.04477587342262268,0.9551318883895874,9.22608669498004e-05
142,"['Xyl', 'b1-2', 'Man', 'a1-3', 'Man', 'a1-6', 'Man', 'b1-4', 'GlcNAc', 'b1-4', 'Fuc']",0.0,0.0,1.0,0.0,3.469189128676997e-12,3.820343863480957e-06,0.9999961853027344,4.833501654477601e-11
143,"['NeuNAc', 'a2-3', 'Gal', 'b1-4', 'GlcNAc', 'b1-2', 'Man', 'a1-3', 'NeuNGc', 'a2-3', 'Gal']",0.0,0.0,1.0,0.0,2.85568941947199e-15,4.660414924728684e-05,0.9909892678260803,0.008964263834059238
144,"['Gal', 'a1-2', 'Glc', 'a1-2', 'Gal', 'a1-4', 'Glc', 'a1-3', 'Glc', '1-1', '1-1']",0.0,1.0,0.0,0.0,6.155806333424385e-12,0.9964491128921509,0.0035508330911397934,1.456500059449084e-10
145,"['GlcNAc', 'b1-6', 'GlcA', 'a1-4', 'GlcOAcN', 'a1-3', 'RhaOAc', 'b1-4', 'GlcNAc', '1-1', '1-1']",0.0,1.0,0.0,0.0,1.263249393979038e-09,0.9999997615814209,2.9451317118400766e-07,7.857473352523847e-13
146,"['Rha', 'a1-3', 'Rha', 'b1-4', 'Rha', 'a1-2', 'Rha', '1-1', '1-1', '1-1', '1-1']",0.0,1.0,0.0,0.0,2.8613174052338763e-08,0.9863661527633667,0.01361686922609806,1.7053565898095258e-05
147,"['D-RhaN', 'a1-3', 'D-RhaN', 'a1-3', 'Man', 'b1-3', 'D-RhaN', 'a1-3', 'D-RhaN', 'a1-3', 'L-GlcOMe']",0.0,1.0,0.0,0.0,4.232859840413994e-09,0.9999388456344604,5.4270927648758516e-05,6.922361080796691e-06
148,"['Fuc', 'a1-2', 'Gal', 'b1-3', 'GalNAc', '1-1', '1-1', '1-1', '1-1', '1-1', '1-1']",0.0,0.0,1.0,0.0,7.880797880943646e-08,0.0760687068104744,0.9238131642341614,0.0001180723265861161
149,"['GalOAc', 'b1-2', 'D-Rha', 'a1-4', 'GalOAc', 'a1-2', 'GlcA', 'a1-3', 'GalOAc', 'b1-6', 'Man']",0.0,1.0,0.0,0.0,4.3867201537928224e-11,0.9999821186065674,1.785184576874599e-05,3.93628435402249e-10
150,"['Col', 'a1-2', 'Gal', 'b1-3', 'GlcNAc', 'b1-3', 'Gal', 'a1-3', 'GalNAc', 'b1-6', 'GlcNAc']",0.0,1.0,0.0,0.0,1.7824537147919511e-13,0.9983327984809875,0.0016672553028911352,6.4695427834382535e-12
151,"['D-FucNAc', 'a1-3', 'Rha', 'a1-3', 'Rha', 'a1-3', 'Rha', 'a1-2', 'Rha', '1-1', '1-1']",0.0,1.0,0.0,0.0,8.798201056592347e-11,1.0,3.521462943467668e-08,4.14847017848885e-10
152,"['Gal', 'a1-2', 'Gal', 'a1-2', 'Glc', 'b1-3', 'Glc', 'a1-3', 'Glc', 'a1-3', 'LDManHep']",0.0,1.0,0.0,0.0,5.183259963789571e-17,0.9999998807907104,1.5706740441601141e-07,7.65588200474232e-12
153,"['Glc', 'b1-3', 'Gal', 'b1-3', 'GlcA', 'b1-4', 'Glc', 'b1-6', 'Gal', '1-1', '1-1']",0.0,1.0,0.0,0.0,1.7935220637203125e-13,0.02650410123169422,0.9734958410263062,7.72791761138869e-11
154,"['Rha', 'a1-3', 'Rha', 'a1-2', 'Rha', 'a1-3', '2,5-Anhydro-Man', '1-1', '1-1', '1-1', '1-1']",0.0,1.0,0.0,0.0,1.5395082755276235e-06,0.9997740387916565,0.0002217008441220969,2.739190904321731e-06
155,"['Xyl', 'b1-2', 'Glc', 'b1-2', 'Glc', 'b1-4', 'Glc', 'b1-2', 'Ara', '1-1', '1-1']",0.0,0.0,1.0,0.0,1.3282993628627171e-11,1.0135103423181135e-08,1.0,1.6845231806672523e-11
156,"['Man', 'a1-2', 'Man', 'a1-2', 'Man', 'a1-2', 'Man', '1-1', '1-1', '1-1', '1-1']",0.0,0.0,1.0,0.0,1.23363611237437e-06,0.04317833110690117,0.9568014144897461,1.9058350517298095e-05
157,"['GalNAc', 'b1-4', 'Gal', 'a1-4', 'NeuNAc', 'a2-3', 'Gal', 'b1-4', 'Glc', 'b1-2', 'LDManHep']",0.0,1.0,0.0,0.0,7.478497937021475e-14,0.9999998807907104,6.076968617207967e-08,3.588891303010679e-15
158,"['Man', 'a1-2', 'Man', 'a1-3', 'Man', 'a1-2', 'Man', 'a1-6', 'Man', 'a1-6', 'Man']",0.0,0.0,1.0,0.0,1.7418354952836168e-11,2.873605581044103e-06,0.9999961853027344,9.602268846720108e-07
159,"['Xyl', 'b1-6', 'Glc', 'b1-6', 'Glc', '1-1', '1-1', '1-1', '1-1', '1-1', '1-1']",0.0,0.0,1.0,0.0,2.9171294269048076e-09,0.003356757340952754,0.9966433048248291,1.9403207929258315e-08
160,"['Rha', 'a1-2', 'Rha', 'a1-2', 'Glc', 'b1-4', 'Glc', 'b1-2', 'GlcOMeA', '1-1', '1-1']",0.0,0.0,1.0,0.0,1.5453380762531221e-12,0.00046779916738159955,0.9995322227478027,3.656780485513343e-14
161,"['Gal', 'b1-4', 'Gal', 'b1-3', 'Gal', 'b1-6', 'Gal', 'b1-4', 'Glc', 'b1-6', 'Glc']",0.0,1.0,0.0,0.0,3.314694296818743e-09,0.0002059435792034492,0.999794065952301,1.4398341408039528e-09
162,"['GlcOAcOPam', 'b1-4', 'GlcOAc', 'b1-2', 'GlcOAcOPam', '1-1', '1-1', '1-1', '1-1', '1-1', '1-1']",0.0,0.0,1.0,0.0,0.0009371590567752719,0.04898960515856743,0.7463541030883789,0.2037191540002823
163,"['GlcNAcOAc', 'b1-6', 'GalOP', 'a1-4', 'GlcNAcOAc', '1-1', '1-1', '1-1', '1-1', '1-1', '1-1']",0.0,1.0,0.0,0.0,5.915013389312662e-06,0.9999756813049316,1.8193757568951696e-05,1.0670932226730656e-07
164,"['Man', 'a1-2', 'Man', 'a1-2', 'Man-ol', '1-1', '1-1', '1-1', '1-1', '1-1', '1-1']",0.0,1.0,0.0,0.0,1.283000869989337e-07,0.3057982325553894,0.69419926404953,2.427720801279065e-06
165,"['Man', 'a1-6', 'Man', 'b1-4', 'GlcNAc', 'b1-4', 'Fuc', 'a1-6', 'GlcNAc', '1-1', '1-1']",0.0,0.0,1.0,0.0,1.0403501171651897e-08,0.001942309900186956,0.9980574250221252,2.8618089231713384e-07
166,"['Gal', 'b1-4', 'GlcNAc', 'b1-4', 'GlcNAc', 'b1-4', 'GlcNAc', 'b1-4', 'GlcNAc', 'b1-4', 'GlcNAc']",0.0,1.0,0.0,0.0,1.1644357300610864e-07,0.9998106360435486,0.000189305777894333,8.429900333339901e-09
167,"['Xyl', 'b1-4', 'Rha', 'a1-3', 'Xyl', 'b1-3', 'Ara', '1-1', '1-1', '1-1', '1-1']",0.0,0.0,1.0,0.0,4.558966537615561e-09,6.1674913922615815e-06,0.9999916553497314,2.1071487026347313e-06
168,"['Glc', 'b1-4', 'Glc', 'b1-4', 'GlcOPyr', 'b1-3', 'GlcOPyr', 'b1-3', 'Glc', 'b1-3', 'Gal']",0.0,1.0,0.0,0.0,4.851259324811785e-11,0.99432772397995,0.005672293249517679,6.558700804681905e-10
169,"['NeuNAc', 'a2-3', 'Gal', 'b1-4', 'GlcOAc', 'b1-2', 'LDManHepOAc', 'a1-2', 'LDManHepOPEtn', 'a1-3', 'GlcOAc']",0.0,1.0,0.0,0.0,1.6293176795809453e-14,0.9997156262397766,0.0002842687536031008,7.618373132345369e-08
170,"['Fuc', 'a1-2', 'Gal', 'b1-4', 'GlcNAc', 'b1-3', 'GalNAc', '1-1', '1-1', '1-1', '1-1']",0.0,0.0,1.0,0.0,4.676637983119791e-12,0.03664945811033249,0.9633504152297974,1.3415730393262493e-07
171,"['Ribf', 'a1-4', 'ManNAc', 'b1-4', 'GlcNAc', 'b1-3', 'ManNAc', 'b1-4', 'GlcNAc', 'b1-3', 'ManNAc']",0.0,1.0,0.0,0.0,2.2012433542606402e-10,0.9999840259552002,1.6001251424313523e-05,1.8283152769527078e-11
172,"['LDManHep', 'a1-6', 'Glc', 'a1-2', 'Glc', 'a1-3', 'Gal', 'a1-6', 'Glc', 'a1-3', 'LDManHep']",0.0,1.0,0.0,0.0,1.205109796675874e-12,1.0,4.138879816650842e-08,1.0854246104349818e-13
173,"['Glc', 'a1-4', 'GlcA', 'a1-2', 'Galf', 'b1-6', 'Galf', '1-1', '1-1', '1-1', '1-1']",0.0,0.0,1.0,0.0,2.2944490751797275e-08,0.02632429450750351,0.9736756086349487,1.0853253192000256e-11
174,"['Gal', 'b1-4', 'GlcNAc', 'b1-2', 'Gal', 'b1-4', 'GlcNAc', 'b1-4', 'Man', 'a1-3', 'Gal']",0.0,1.0,0.0,0.0,8.119709331982916e-14,0.003612455679103732,0.9951654672622681,0.0012220046482980251
175,"['Gal', 'b1-6', 'Gal', 'b1-6', 'Gal', '1-1', '1-1', '1-1', '1-1', '1-1', '1-1']",0.0,0.0,1.0,0.0,1.236698949469428e-06,0.02539204992353916,0.9744220972061157,0.00018460003775544465
176,"['GlcOPGro', 'b1-4', 'Glc', 'a1-2', 'GalNAc', 'a1-3', 'Glc', 'a1-4', 'FucNAc', 'a1-3', 'GlcNAc']",0.0,1.0,0.0,0.0,3.175595637144868e-14,1.0,4.4289125145091646e-10,3.6026002060013385e-12
177,"['GlcNAc', 'b1-2', 'Man', 'a1-3', 'Man', 'a1-6', 'Xyl', 'b1-2', 'Man', 'b1-4', 'GlcNAc']",0.0,0.0,1.0,0.0,2.23454830078915e-14,2.3941861400089692e-06,0.999997615814209,1.0315015508410852e-10
178,"['GlcOLac', 'b1-6', 'Glc', 'a1-4', 'Gal', 'b1-6', 'Galf', 'b1-3', 'GalNAc', 'b1-3', 'Gal']",0.0,1.0,0.0,0.0,3.888982670581641e-19,0.9999991655349731,8.894777465684456e-07,1.6090158456703884e-16
179,"['Rha', 'a1-3', 'Rha', 'b1-4', 'RhaOMe', 'a1-2', 'Rha', '1-1', '1-1', '1-1', '1-1']",0.0,1.0,0.0,0.0,1.6995000962083395e-09,0.9908983111381531,0.009072772227227688,2.8957707399968058e-05
180,"['Man', 'a1-3', 'Man', 'a1-6', 'Man', 'a1-6', 'Man', 'a1-2', 'Man', 'a1-3', 'Man']",0.0,0.0,1.0,0.0,5.5136563717472775e-12,2.7689200578606687e-05,0.9999719858169556,3.6745919373970537e-07
181,"['Gal', 'b1-2', 'Gal', 'b1-2', 'Gal', 'b1-6', 'Gal', 'b1-4', 'GlcNAc', '1-1', '1-1']",0.0,0.0,1.0,0.0,1.8313371652478594e-10,1.4805510772930575e-06,0.9999985694885254,1.1433562985274648e-09
182,"['Kdo', 'a2-4', 'Kdo', 'a2-4', 'Kdo', 'a2-6', 'GlcNAcOP', 'b1-6', 'GlcNAcOP', '1-1', '1-1']",0.0,1.0,0.0,0.0,2.6119304052940606e-08,0.9999724626541138,2.7535244953469373e-05,1.9298623143981786e-08
183,"['Xyl', 'b1-2', 'Glc', 'b1-3', 'Glc', '1-1', '1-1', '1-1', '1-1', '1-1', '1-1']",0.0,0.0,1.0,0.0,5.308791947711278e-11,9.225030953530222e-05,0.9999077320098877,5.392614799148987e-09
184,"['Gal', 'a1-6', 'Gal', 'a1-6', 'Fuc', 'a1-2', 'Gal', 'b1-6', 'Man', '1-1', '1-1']",0.0,0.0,1.0,0.0,1.552909710544892e-12,0.1213534027338028,0.8786377906799316,8.801216608844697e-06
185,"['Glc', 'b1-4', 'Glc', 'b1-3', 'Glc', 'b1-3', 'Glc', 'b1-3', 'Glc', 'b1-3', 'Glc']",0.0,0.0,1.0,0.0,1.458301923662475e-08,0.038973767310380936,0.9610262513160706,5.3018409107430386e-11
186,"['Glc', 'b1-6', 'Glc', 'b1-6', 'Glc', 'b1-6', 'Glc', 'b1-3', 'Glc', 'b1-3', 'Glc']",0.0,0.0,1.0,0.0,1.110882550392489e-07,0.013777689076960087,0.9862222075462341,8.9857383686609e-12
187,"['6dTalOAcOMe', 'a1-3', 'Glc', 'b1-3', '6dTalOMe', 'a1-3', 'Glc', 'b1-3', '6dTalOMe', 'a1-3', 'Glc']",0.0,1.0,0.0,0.0,2.146237854105948e-09,0.9999957084655762,4.2657420635805465e-06,2.6633657057573146e-08
188,"['Man', 'a1-3', 'Man', 'b1-4', 'GlcNAc', 'b1-4', 'GlcNAcN', '1-1', '1-1', '1-1', '1-1']",0.0,0.0,1.0,0.0,5.365461408501915e-09,0.00023243688337970525,0.9997425675392151,2.4971761376946233e-05
189,"['Man', 'b1-2', 'ManOP', 'a1-6', 'ManOP', '1-1', '1-1', '1-1', '1-1', '1-1', '1-1']",0.0,0.0,1.0,0.0,8.316703315358609e-06,0.00018773420015349984,0.9998016953468323,2.25989856517117e-06
190,"['Fuc', 'a1-2', 'Gal', 'b1-4', 'NeuNGc', 'a2-6', 'GalNAc', '1-1', '1-1', '1-1', '1-1']",0.0,0.0,1.0,0.0,8.004613681958372e-13,2.428443757196419e-08,1.0,2.817583943937052e-10
191,"['NeuNAc', 'a2-3', 'Gal', 'b1-4', 'GlcNAc', 'b1-3', 'Gal', 'b1-4', 'Glc', 'b1-4', 'GlcNAc']",0.0,1.0,0.0,0.0,4.43946745684598e-12,0.4396597146987915,0.5603402256965637,5.7708746226126095e-08
192,"['GalNAc', 'a1-3', 'GlcNAc', 'a1-2', 'Man', 'b1-4', 'GalNAc', 'a1-3', 'GalNAc', '1-1', '1-1']",0.0,1.0,0.0,0.0,2.948845377950815e-12,0.9972161054611206,0.002783830277621746,6.596044821449709e-10
193,"['RhaOPGro', 'a1-3', 'Rha', 'a1-3', 'Gal', 'a1-3', 'GlcNAc', 'b1-2', 'RhaOPGro', '1-1', '1-1']",0.0,1.0,0.0,0.0,6.558191489869358e-11,0.991692304611206,0.008273810148239136,3.3939941204153e-05
194,"['6dTalOAcOMe', 'a1-3', 'Glc', 'b1-3', '6dTalOAc', 'a1-3', 'Glc', 'b1-3', '6dTalOAc', 'a1-3', 'Glc']",0.0,1.0,0.0,0.0,3.291239503155907e-09,0.9999884366989136,1.1509218893479556e-05,3.65346082276119e-08
195,"['Galf', 'b1-6', 'Glc', 'a1-3', 'RhaOAc', 'a1-3', 'Glc', 'b1-6', 'GlcNAc', 'a1-2', 'Galf']",0.0,1.0,0.0,0.0,1.3179293268696102e-13,0.9999988079071045,1.2154050637036562e-06,4.5299478720255224e-15
196,"['D-Araf', 'a1-2', 'Man', 'a1-2', 'Rha', 'a1-6', 'Glc', '1-1', '1-1', '1-1', '1-1']",0.0,1.0,0.0,0.0,2.080544092564196e-08,0.9976376295089722,0.0023624214809387922,4.5022627293000994e-10
197,"['GalA', 'b1-3', 'Gal', 'b1-3', 'Gal', '1-1', '1-1', '1-1', '1-1', '1-1', '1-1']",0.0,0.0,1.0,0.0,2.119348446738556e-11,0.0020912487525492907,0.997908353805542,4.972252440893499e-07
198,"['Fuc', 'a1-2', 'GalNAc', 'a1-3', 'Gal', 'b1-4', 'GlcNAc', 'b1-2', 'Man', 'a1-6', 'Gal']",0.0,0.0,1.0,0.0,2.660840183747097e-16,0.0005977510591037571,0.9994021654129028,1.1390133636268729e-07
199,"['Fuc', 'a1-3', 'GlcNAc', 'a1-4', 'GlcA', 'a1-3', 'Fuc', 'a1-3', 'GlcNAc', 'b1-4', 'GlcNAc']",0.0,1.0,0.0,0.0,4.696643247925625e-12,0.9997789263725281,0.00022111555153969675,3.47044233628413e-11
200,"['Glc', 'a1-3', 'Man', 'a1-2', 'Man', 'a1-2', 'Man', 'a1-3', 'Man', 'a1-2', 'Man']",0.0,0.0,1.0,0.0,7.896922005201645e-10,0.0012852723011747003,0.9987146854400635,1.789718817590824e-09
201,"['Gal', 'a1-3', 'GalfOAc', 'b1-3', 'Gal', '1-1', '1-1', '1-1', '1-1', '1-1', '1-1']",0.0,1.0,0.0,0.0,2.81513223399088e-07,0.9946770668029785,0.0018784005660563707,0.0034443996846675873
202,"['GlcOAcNCmOPam', 'b1-4', 'GlcNAc', 'b1-4', 'GlcNAc', 'b1-4', 'FucOMe', 'a1-6', 'GlcNAc', '1-1', '1-1']",0.0,1.0,0.0,0.0,1.160868956517902e-09,0.9999843835830688,1.56682581291534e-05,4.290235278148202e-09
203,"['Xyl', 'a1-6', 'Glc', 'b1-4', 'Xyl', 'a1-6', 'Glc', 'b1-4', 'Fuc', 'a1-2', 'GalA']",0.0,0.0,1.0,0.0,2.6155944077288495e-09,0.0044024973176419735,0.9955975413322449,2.4206135762483427e-08
204,"['Galf', 'b1-6', 'Glc', 'a1-2', 'Galf', '1-1', '1-1', '1-1', '1-1', '1-1', '1-1']",0.0,0.0,1.0,0.0,1.061950115399668e-06,0.9964603781700134,0.003538566641509533,5.8265747782115795e-09
205,"['Rha', 'a1-3', 'GlcNAc', 'b1-7', 'Glc', 'a1-2', 'LDManHep', 'a1-6', 'LDManHep', 'a1-2', 'DDManHep']",0.0,1.0,0.0,0.0,3.5525625892985344e-16,1.0,2.2507827546203174e-10,5.647600116751928e-17
206,"['Gal', 'a1-3', 'GalNAc', 'a1-3', 'Gal', 'b1-3', 'Gal', 'b1-3', 'NeuNAc', 'a2-6', 'GalNAc']",0.0,0.0,1.0,0.0,1.2540231304541613e-14,6.188120948991127e-08,0.9999998807907104,1.6947251978496891e-12
